Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
X983,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X983,Sports and athletics area,"",Aslt_algo_index,"",2,ICD-10
X903,Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X903,Sports and athletics area,"",Aslt_algo_index,"",2,ICD-10
Y093,Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y093,Sports and athletics area,"",Aslt_algo_index,"",2,ICD-10
Y053,Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y053,Sports and athletics area,"",Aslt_algo_index,"",2,ICD-10
Y004,Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y004,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y044,Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y044,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X864,Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X864,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X854,"Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X854,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X884,Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X884,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X914,"Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X914,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X954,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X954,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X894,Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X894,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y084,Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y084,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X874,Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X874,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y014,Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y014,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y024,Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y024,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X994,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X994,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X984,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X984,Street and highway,"",Aslt_algo_index,"",2,ICD-10
X904,Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X904,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y094,Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y094,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y054,Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y054,Street and highway,"",Aslt_algo_index,"",2,ICD-10
Y005,Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y005,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y045,Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y045,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X865,Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X865,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X855,"Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X855,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X885,Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X885,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X915,"Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X915,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X895,Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X895,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y085,Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y085,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X875,Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X875,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y015,Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y015,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y025,Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y025,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X995,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X995,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X985,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X985,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
X905,Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X905,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y095,Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y095,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y055,Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y055,Trade and service area,"",Aslt_algo_index,"",2,ICD-10
Y009,Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y009,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y049,Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y049,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X869,Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X869,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X929,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X929,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X859,"Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X859,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X969,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X969,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X889,Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X889,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X939,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X939,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X919,"Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X919,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X959,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X959,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X899,Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X899,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y089,Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y089,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X879,Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X879,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y019,Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y019,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y029,Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y029,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X949,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X949,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X999,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X999,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X979,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X979,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X989,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X989,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
X909,Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X909,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y099,Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y099,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y059,Sexual assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y059,Unspecified place,"",Aslt_algo_index,"",2,ICD-10
Y00,Assault by blunt object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y00,"","",Aslt_algo_index,"",2,ICD-10
Y04,Assault by bodily force,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y04,"","",Aslt_algo_index,"",2,ICD-10
X86,Assault by corrosive substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X86,"","",Aslt_algo_index,"",2,ICD-10
Y03,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y03,"","",Aslt_algo_index,"",2,ICD-10
Y030,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y030,"","",Aslt_algo_index,"",2,ICD-10
Y031,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y031,"","",Aslt_algo_index,"",2,ICD-10
Y032,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y032,"","",Aslt_algo_index,"",2,ICD-10
Y033,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y033,"","",Aslt_algo_index,"",2,ICD-10
Y034,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y034,"","",Aslt_algo_index,"",2,ICD-10
Y035,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y035,"","",Aslt_algo_index,"",2,ICD-10
Y036,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y036,"","",Aslt_algo_index,"",2,ICD-10
Y037,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y037,"","",Aslt_algo_index,"",2,ICD-10
Y038,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y038,"","",Aslt_algo_index,"",2,ICD-10
Y039,Assault by crashing of motor vehicle,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y039,"","",Aslt_algo_index,"",2,ICD-10
X92,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X92,"","",Aslt_algo_index,"",2,ICD-10
X924,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X924,"","",Aslt_algo_index,"",2,ICD-10
X925,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X925,"","",Aslt_algo_index,"",2,ICD-10
X926,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X926,"","",Aslt_algo_index,"",2,ICD-10
X927,Assault by drowning and submersion,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X927,"","",Aslt_algo_index,"",2,ICD-10
X85,"Assault by drugs, medicaments and biological substances",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X85,"","",Aslt_algo_index,"",2,ICD-10
X96,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X96,"","",Aslt_algo_index,"",2,ICD-10
X963,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X963,"","",Aslt_algo_index,"",2,ICD-10
X964,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X964,"","",Aslt_algo_index,"",2,ICD-10
X965,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X965,"","",Aslt_algo_index,"",2,ICD-10
X966,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X966,"","",Aslt_algo_index,"",2,ICD-10
X967,Assault by explosive material,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X967,"","",Aslt_algo_index,"",2,ICD-10
X88,Assault by gases and vapours,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X88,"","",Aslt_algo_index,"",2,ICD-10
X93,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X93,"","",Aslt_algo_index,"",2,ICD-10
X932,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X932,"","",Aslt_algo_index,"",2,ICD-10
X933,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X933,"","",Aslt_algo_index,"",2,ICD-10
X934,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X934,"","",Aslt_algo_index,"",2,ICD-10
X935,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X935,"","",Aslt_algo_index,"",2,ICD-10
X936,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X936,"","",Aslt_algo_index,"",2,ICD-10
X937,Assault by handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X937,"","",Aslt_algo_index,"",2,ICD-10
X91,"Assault by hanging, strangulation and suffocation",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X91,"","",Aslt_algo_index,"",2,ICD-10
X95,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X95,"","",Aslt_algo_index,"",2,ICD-10
X952,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X952,"","",Aslt_algo_index,"",2,ICD-10
X953,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X953,"","",Aslt_algo_index,"",2,ICD-10
X955,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X955,"","",Aslt_algo_index,"",2,ICD-10
X956,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X956,"","",Aslt_algo_index,"",2,ICD-10
X957,Assault by other and unspecified firearm discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X957,"","",Aslt_algo_index,"",2,ICD-10
X89,Assault by other specified chemicals and noxious substances,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X89,"","",Aslt_algo_index,"",2,ICD-10
Y08,Assault by other specified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y08,"","",Aslt_algo_index,"",2,ICD-10
X87,Assault by pesticides,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X87,"","",Aslt_algo_index,"",2,ICD-10
Y01,Assault by pushing from high place,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y01,"","",Aslt_algo_index,"",2,ICD-10
Y02,Assault by pushing or placing victim before moving object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y02,"","",Aslt_algo_index,"",2,ICD-10
X94,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X94,"","",Aslt_algo_index,"",2,ICD-10
X942,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X942,"","",Aslt_algo_index,"",2,ICD-10
X943,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X943,"","",Aslt_algo_index,"",2,ICD-10
X944,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X944,"","",Aslt_algo_index,"",2,ICD-10
X945,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X945,"","",Aslt_algo_index,"",2,ICD-10
X946,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X946,"","",Aslt_algo_index,"",2,ICD-10
X947,"Assault by rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X947,"","",Aslt_algo_index,"",2,ICD-10
X99,Assault by sharp object,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X99,"","",Aslt_algo_index,"",2,ICD-10
X97,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X97,"","",Aslt_algo_index,"",2,ICD-10
X972,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X972,"","",Aslt_algo_index,"",2,ICD-10
X973,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X973,"","",Aslt_algo_index,"",2,ICD-10
X974,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X974,"","",Aslt_algo_index,"",2,ICD-10
X975,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X975,"","",Aslt_algo_index,"",2,ICD-10
X976,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X976,"","",Aslt_algo_index,"",2,ICD-10
X977,"Assault by smoke, fire and flames",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X977,"","",Aslt_algo_index,"",2,ICD-10
X98,"Assault by steam, hot vapours and hot objects",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X98,"","",Aslt_algo_index,"",2,ICD-10
X90,Assault by unspecified chemical or noxious substance,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,X90,"","",Aslt_algo_index,"",2,ICD-10
Y09,Assault by unspecified means,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,Y09,"","",Aslt_algo_index,"",2,ICD-10
W34,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W34,"","",Aslt_algo_index,"",2,ICD-10
W345,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W345,"","",Aslt_algo_index,"",2,ICD-10
W347,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W347,"","",Aslt_algo_index,"",2,ICD-10
W348,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W348,"","",Aslt_algo_index,"",2,ICD-10
W349,Discharge from other and unspecified firearms,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W349,"","",Aslt_algo_index,"",2,ICD-10
W32,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W32,"","",Aslt_algo_index,"",2,ICD-10
W320,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W320,"","",Aslt_algo_index,"",2,ICD-10
W322,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W322,"","",Aslt_algo_index,"",2,ICD-10
W324,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W324,"","",Aslt_algo_index,"",2,ICD-10
W327,Handgun discharge,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W327,"","",Aslt_algo_index,"",2,ICD-10
R456,Physical violence,ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,R456,"","",Aslt_algo_index,"",2,ICD-10
W33,"Rifle, shotgun and larger firearm discharge",ASSLT_ALGO,Assault NOS (algo),Assault NOS (algo),Assault NOS (algo),mIPV_ASSLT_ALGO,W33,"","",Aslt_algo_index,"",2,ICD-10
