code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual	
Y236	"Rifle, shotgun and larger firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y237	"Rifle, shotgun and larger firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y238	"Rifle, shotgun and larger firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y239	"Rifle, shotgun and larger firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y24	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y240	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y241	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y242	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y243	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y244	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y245	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y246	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y247	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y248	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y249	"Other and unspecified firearm discharge, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y253	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y27	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y270	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y271	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y272	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y273	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y274	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y275	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y276	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y277	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y278	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y279	"Contact with steam, hot vapours and hot objects, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y33	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y330	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y331	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y332	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y333	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y334	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y335	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y336	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y337	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y338	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y339	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
Y339	"Other specified events, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Unspecified place			ICD-10	1	
Y34	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y340	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Home			ICD-10	1	
Y341	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y342	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y343	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y344	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y345	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y346	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y347	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y348	"Unspecified event, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y251	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y258	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y259	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y260	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y261	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y264	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
E9888	Injurybyotherspecifiedmeansundeterminedwhetheraccidentallyorpurposelyinflicted	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-9	1	
10843	"Injury ?accidental, by cutting instrument"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
20668	"Injury ?accidental, fall from high place"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
28399	"Injury ?accidental, by shotgun"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
63800	"Injury ?accidental, poisoning by solid/liquid substances"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
38079	"Injury ?accidental, by other firearm"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
61426	"Injury ?accidental, by other means"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
63983	"Injury ?accidental, poisoning by agricultural chemicals"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
40888	"Injury ?accidental, by handgun"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
65732	"Injury ?accidental, poisoning by other carbon monoxide"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
66371	"Injury ?accidental, fall from residential premises"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
72957	"Injury ?accidental, by other specified means"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
71903	"Injury ?accidental, by means NOS"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
58831	"Injury ?accidental, by jumping or lying before moving object"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
70994	"Injury ?accidental, poisoning by gas in domestic use NOS"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
71492	"Injury ?accidental, late effects"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
97891	"Injury ?accidental, by hunting rifle"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
93039	"Injury ?accidental, poisoning by other gases"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
106139	Injury ?accidental poisoning by Pentobarbitone	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
110923	"Injury ?accidental, poisoning by gas distributed by pipeline"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
T149	"Injury, unspecified"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	ICD-10	1	
X581	Exposure to other specified factors	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Residential institution			ICD-10	1	
44827	"[X]Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
52148	[X]Exposure to smoke fire+flame undeterm intent occ at home	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
Y25	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y250	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y252	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y254	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y255	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y256	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y257	"Contact with explosive material, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y26	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y262	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y263	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y265	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y266	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y267	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y268	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y269	"Exposure to smoke, fire and flames, undetermined intent"	"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)"	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
25684	Poisoning undetermined - accidentally or purposely inflicted	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM			2	read	1	
23823	"[X]Poisoning/expos to noxious substance,undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				read	1	
Y10	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y100	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM	Moderate			ICD-10	1	
Y101	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y102	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y103	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y104	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y105	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y106	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y107	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y108	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y109	"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
Y11	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	Child harm by undetermined intent - poisoning	Child harm by undetermined intent - NOS or rarer events (incl. by firearm)	Harm by undetermined intent (HRP)	High-risk presentation of CM				ICD-10	1	
