medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
W339,"Rifle, shotgun and larger firearm discharge",CM7,Assault NOS (CM),"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
Y871,Sequelae of assault,CM7,Assault NOS (CM),"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S223,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","",2,1,ICD-10
S2230,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S2231,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S22,"Fracture of rib(s), sternum and thoracic spine",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S224,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","",2,1,ICD-10
S2240,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S2241,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
Y050,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"",Home,"","","",1,ICD-10
Y058,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"",Other specified places,"","","",1,ICD-10
Y051,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"",Residential institution,"","","",1,ICD-10
Y059,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"",Unspecified place,"","","",1,ICD-10
Z044,Examination and observation following alleged rape and seduction,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
Z045,Examination and observation following other inflicted injury,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
Z616,Problems related to alleged physical abuse of child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
Y05,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,"","","","","",1,ICD-10
S301,Contusion of abdominal wall,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S500,Contusion of elbow,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S300,Contusion of lower back and pelvis,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S501,Contusion of other and unspecified parts of forearm,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S801,Contusion of other and unspecified parts of lower leg,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S701,Contusion of thigh,HPRCM1,"Lacerations, scars and abrasions - Bruising and contusions",Bruising & contusions,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S007,Multiple superficial injuries of head,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S009,"Superficial injury of head, part unspecified",HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S008,Superficial injury of other parts of head,HPRCM2,"Lacerations, scars and abrasions - Superficial head injuries","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S307,"Multiple superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S507,Multiple superficial injuries of forearm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S707,Multiple superficial injuries of hip and thigh,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S807,Multiple superficial injuries of lower leg,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S107,Multiple superficial injuries of neck,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S407,Multiple superficial injuries of shoulder and upper arm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S607,Multiple superficial injuries of wrist and hand,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T009,"Multiple superficial injuries, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S308,"Other superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T003,Superficial injuries involving multiple regions of lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T002,Superficial injuries involving multiple regions of upper limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T006,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S309,"Superficial injury of abdomen, lower back and pelvis, part unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S004,Superficial injury of ear,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S509,"Superficial injury of forearm, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S709,"Superficial injury of hip and thigh, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S809,"Superficial injury of lower leg, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T130,"Superficial injury of lower limb, level unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S109,"Superficial injury of neck, part unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S208,Superficial injury of other and unspecified parts of thorax,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S409,"Superficial injury of shoulder and upper arm, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T140,Superficial injury of unspecified body region,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S609,"Superficial injury of wrist and hand, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S799,Unspecified injury of hip and thigh,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S221,Multiple fractures of thoracic spine,HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S310,Open wound of lower back and pelvis,HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S398,"Other specified injuries of abdomen, lower back and pelvis",HPRCM2,Intra-abdominal injuries or spinal fractures,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T26,Burn and corrosion confined to eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T20,Burn and corrosion of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T271,Burn involving larynx and trachea with lung,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T261,Burn of cornea and conjunctival sac,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T264,"Burn of eye and adnexa, part unspecified",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T260,Burn of eyelid and periocular area,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T201,Burn of first degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T270,Burn of larynx and trachea,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T280,Burn of mouth and pharynx,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T263,Burn of other parts of eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T202,Burn of second degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T203,Burn of third degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T200,Burn of unspecified degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T262,Burn with resulting rupture and destruction of eyeball,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T31,Burns classified according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T311,Burns involving 10-19% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T312,Burns involving 20-29% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T313,Burns involving 30-39% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T314,Burns involving 40-49% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T315,Burns involving 50-59% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
T316,Burns involving 60-69% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T317,Burns involving 70-79% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
T318,Burns involving 80-89% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
T319,Burns involving 90% or more of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T310,Burns involving less than 10% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T275,Corrosion involving larynx and trachea with lung,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T266,Corrosion of cornea and conjunctival sac,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T269,"Corrosion of eye and adnexa, part unspecified",HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T265,Corrosion of eyelid and periocular area,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T205,Corrosion of first degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T274,Corrosion of larynx and trachea,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T285,Corrosion of mouth and pharynx,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T268,Corrosion of other parts of eye and adnexa,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T206,Corrosion of second degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T207,Corrosion of third degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T204,Corrosion of unspecified degree of head and neck,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T267,Corrosion with resulting rupture and destruction of eyeball,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T32,Corrosions classified according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T321,Corrosions involving 10-19% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T322,Corrosions involving 20-29% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T323,Corrosions involving 30-39% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T324,Corrosions involving 40-49% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T325,Corrosions involving 50-59% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T326,Corrosions involving 60-69% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T327,Corrosions involving 70-79% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T328,Corrosions involving 80-89% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T329,Corrosions involving 90% or more of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T320,Corrosions involving less than 10% of body surface,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","",2,1,ICD-10
T954,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,HPRCM3,"Thermal injuries - head, face or neck","Thermal injuries - head, face or neck",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T21,Burn and corrosion of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T211,Burn of first degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T281,Burn of oesophagus,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T212,Burn of second degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T213,Burn of third degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T210,Burn of unspecified degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T215,Corrosion of first degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T286,Corrosion of oesophagus,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T216,Corrosion of second degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T217,Corrosion of third degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
T214,Corrosion of unspecified degree of trunk,HPRCM4,"Thermal injuries - trunk, back or trachea","Thermal injuries - trunk, back or trachea",Child Injuries,HRP-CM,"","","","","",1,ICD-10
S021,Fracture of base of skull,HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S029,"Fracture of skull and facial bones, part unspecified",HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S020,Fracture of vault of skull,HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","",2,1,ICD-10
S028,Fractures of other skull and facial bones,HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","","",1,ICD-10
S027,Multiple fractures involving skull and facial bones,HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","","",1,ICD-10
T902,Sequelae of fracture of skull and facial bones,HPRCM5,Fracture or crush injury - skull or intracranial,Skull fractures or intracranial crush injury,Child Injuries,HRP-CM,"","","","","",1,ICD-10
T751,Drowning and nonfatal submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","",2,1,ICD-10
W660,Drowning and submersion following fall into bath-tub,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","",2,1,ICD-10
W700,Drowning and submersion following fall into natural water,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W680,Drowning and submersion following fall into swimming-pool,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W688,Drowning and submersion following fall into swimming-pool,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W650,Drowning and submersion while in bath-tub,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","",2,1,ICD-10
W690,Drowning and submersion while in natural water,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W698,Drowning and submersion while in natural water,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W670,Drowning and submersion while in swimming-pool,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W679,Drowning and submersion while in swimming-pool,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W730,Other specified drowning and submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W737,Other specified drowning and submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W740,Unspecified drowning and submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W748,Unspecified drowning and submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
W749,Unspecified drowning and submersion,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
Y340,"Unspecified event, undetermined intent",HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"",Home,"","","",1,ICD-10
X581,Exposure to other specified factors,HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"",Residential institution,"","","",1,ICD-10
Y339,"Other specified events, undetermined intent",HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"",Unspecified place,"","","",1,ICD-10
G931,"Anoxic brain damage, not elsewhere classified",HPRCM6,Child harm by undetermined intent - Suffocation or strangulation,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","",2,1,ICD-10
T71,Asphyxiation,HPRCM6,Child harm by undetermined intent - Suffocation or strangulation,"Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","",3,1,ICD-10
Y253,"Contact with explosive material, undetermined intent",HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
Y251,"Contact with explosive material, undetermined intent",HPRCM6,"Child harm by undetermined intent - NOS or rarer events (incl. by firearm, drownings, SID)","Child harm by undetermined intent - rare injuries & life-threatening events (retinal haemorrhages, drownings, SUDI, firearm etc.)",Harm by undetermined intent,HRP-CM,"","","","","",1,ICD-10
