code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
64641	Accident caused by explosive material	Explosion	Accident	Accident			read
34989	[X]Explosion of other materials	Explosion	Accident	Accident			read
52619	"Accident caused by explosion of, on, or in, machinery"	Explosion	Accident	Accident			read
58689	Accident caused by explosive gases	Explosion	Accident	Accident			read
67632	Accidents caused by explosion NOS	Explosion	Accident	Accident			read
56149	Accident caused by explosion of grenade	Explosion	Accident	Accident			read
61459	"[X]Explosion and rupture of pressurized tyre, pipe or hose"	Explosion	Accident	Accident			read
58020	Accidents caused by explosion of pressure vessel	Explosion	Accident	Accident			read
58024	Accident caused by explosion of boiler	Explosion	Accident	Accident			read
58542	Accident caused by explosion of shell	Explosion	Accident	Accident			read
69550	[X]Explosion and rupture of boiler	Explosion	Accident	Accident			read
69608	Explosion caused by conflagration - other building/structure	Explosion	Accident	Accident			read
63654	Accident caused by explosion of coal gas	Explosion	Accident	Accident			read
70034	Accident caused by explosion of mine	Explosion	Accident	Accident			read
64318	Accident caused by explosive gas NOS	Explosion	Accident	Accident			read
68841	Accident caused by explosive missile	Explosion	Accident	Accident			read
72244	Accident caused by explosion of pressure gas tank	Explosion	Accident	Accident			read
98967	Accident caused by blasting explosive NOS	Explosion	Accident	Accident			read
94194	[X]Explosion + rupture of oth specified pressurized devices	Explosion	Accident	Accident			read
59094	Accident caused by explosion of gasoline fumes	Explosion	Accident	Accident			read
68786	Explosion caused by conflagration in house	Explosion	Accident	Accident			read
73190	Accident caused by explosion of pressure cooler	Explosion	Accident	Accident			read
73195	Accident caused by explosion of butane	Explosion	Accident	Accident			read
96766	Accident caused by explosion of torpedo	Explosion	Accident	Accident			read
98697	[X]Explosion/rupture of boiler occurrn at oth specif place	Explosion	Accident	Accident			read
99059	Accident caused by explosion in mine NOS	Explosion	Accident	Accident			read
102018	[X]Explosion of oth materials occurrn at oth specif place	Explosion	Accident	Accident			read
102847	Accident caused by explosion of other pressure vessel	Explosion	Accident	Accident			read
103167	Accident caused by explosion of munitions factory	Explosion	Accident	Accident			read
45783	Accident caused by explosion of munitions dump	Explosion	Accident	Accident			read
X10	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X100	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X101	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X102	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X103	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X104	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X105	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X106	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X107	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X108	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X109	"Contact with hot drinks, food, fats and cooking oils"	Home applicances	Accident	Accident			ICD-10
X12	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X120	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X121	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X122	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X123	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X124	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X125	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X126	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X127	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X128	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X129	Contact with other hot fluids	Home applicances	Accident	Accident			ICD-10
X13	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X130	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X131	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X132	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X133	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X134	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X135	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X136	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X137	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X138	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X139	Contact with steam and hot vapours	Home applicances	Accident	Accident			ICD-10
X14	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X140	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X141	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X142	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X143	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X144	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X145	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X146	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X147	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X148	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X149	Contact with hot air and gases	Home applicances	Accident	Accident			ICD-10
X15	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X150	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X151	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X152	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X153	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X154	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X155	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X156	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X157	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X158	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X159	Contact with hot household appliances	Home applicances	Accident	Accident			ICD-10
X16	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X160	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X161	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X162	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X163	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X164	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X165	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X166	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X167	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X168	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X169	"Contact with hot heating appliances, radiators and pipes"	Home applicances	Accident	Accident			ICD-10
X17	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X170	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X171	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X172	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X173	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X174	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X175	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X176	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X177	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X178	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X179	"Contact with hot engines, machinery and tools"	Home applicances	Accident	Accident			ICD-10
X18	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X180	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X181	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X182	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X183	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X184	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X185	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X186	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X187	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X188	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X189	Contact with other hot metals	Home applicances	Accident	Accident			ICD-10
X19	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X190	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X191	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X192	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X193	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X194	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X195	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X196	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X197	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X198	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
X199	Contact with other and unspecified heat and hot substances	Home applicances	Accident	Accident			ICD-10
45868	Medical accidents to patients during surgical/medical care	Medical complications	Accident	Accident			read
18838	"Accidental cut, puncture, perforation ,h'ge - medical care"	Medical complications	Accident	Accident			read
29897	Accidental cut during medical care	Medical complications	Accident	Accident			read
50397	Accidental perforation during medical care	Medical complications	Accident	Accident			read
27956	Accidental haemorrhage during medical care	Medical complications	Accident	Accident			read
68382	Accidental puncture during medical care	Medical complications	Accident	Accident			read
Y40	Systemic antibiotics	Medical complications	Accident	Accident			ICD-10
Y400	Penicillins	Medical complications	Accident	Accident			ICD-10
Y401	Cefalosporins and other beta-lactam antibiotics	Medical complications	Accident	Accident			ICD-10
Y402	Chloramphenicol group	Medical complications	Accident	Accident			ICD-10
Y404	Tetracyclines	Medical complications	Accident	Accident			ICD-10
Y405	Aminoglycosides	Medical complications	Accident	Accident			ICD-10
Y406	Rifamycins	Medical complications	Accident	Accident			ICD-10
Y407	"Antifungal antibiotics, systemically used"	Medical complications	Accident	Accident			ICD-10
Y408	Other systemic antibiotics	Medical complications	Accident	Accident			ICD-10
Y409	"Systemic antibiotic, unspecified"	Medical complications	Accident	Accident			ICD-10
Y41	Other systemic anti-infectives and antiparasitics	Medical complications	Accident	Accident			ICD-10
Y410	Sulfonamides	Medical complications	Accident	Accident			ICD-10
Y411	Antimycobacterial drugs	Medical complications	Accident	Accident			ICD-10
Y412	Antimalarials and drugs acting on other blood protozoa	Medical complications	Accident	Accident			ICD-10
Y413	Other antiprotozoal drugs	Medical complications	Accident	Accident			ICD-10
Y414	Anthelminthics	Medical complications	Accident	Accident			ICD-10
Y415	Antiviral drugs	Medical complications	Accident	Accident			ICD-10
Y418	Other specified systemic anti-infectives and antiparasitics	Medical complications	Accident	Accident			ICD-10
Y419	"Systemic anti-infective and antiparasitic, unspecified"	Medical complications	Accident	Accident			ICD-10
Y42	"Hormones and their synthetic substitutes and antagonists, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y420	Glucocorticoids and synthetic analogues	Medical complications	Accident	Accident			ICD-10
Y421	Thyroid hormones and substitutes	Medical complications	Accident	Accident			ICD-10
Y422	Antithyroid drugs	Medical complications	Accident	Accident			ICD-10
Y423	Insulin and oral hypoglycaemic [antidiabetic] drugs	Medical complications	Accident	Accident			ICD-10
Y424	Oral contraceptives	Medical complications	Accident	Accident			ICD-10
Y425	Other estrogens and progestogens	Medical complications	Accident	Accident			ICD-10
Y426	"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y427	Androgens and anabolic congeners	Medical complications	Accident	Accident			ICD-10
Y428	Other and unspecified hormones and their synthetic substitutes	Medical complications	Accident	Accident			ICD-10
Y429	Other and unspecified hormone antagonists	Medical complications	Accident	Accident			ICD-10
Y43	Primarily systemic agents	Medical complications	Accident	Accident			ICD-10
Y430	Antiallergic and antiemetic drugs	Medical complications	Accident	Accident			ICD-10
Y431	Antineoplastic antimetabolites	Medical complications	Accident	Accident			ICD-10
Y432	Antineoplastic natural products	Medical complications	Accident	Accident			ICD-10
Y433	Other antineoplastic drugs	Medical complications	Accident	Accident			ICD-10
Y434	Immunosuppressive agents	Medical complications	Accident	Accident			ICD-10
Y435	Acidifying and alkalizing agents	Medical complications	Accident	Accident			ICD-10
Y436	"Enzymes, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y438	"Other primarily systemic agents, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y439	"Primarily systemic agent, unspecified"	Medical complications	Accident	Accident			ICD-10
Y44	Agents primarily affecting blood constituents	Medical complications	Accident	Accident			ICD-10
Y440	Iron preparations and other anti-hypochromic-anaemia preparations	Medical complications	Accident	Accident			ICD-10
Y441	"Vitamin B??????, folic acid and other anti-megaloblastic-anaemia preparations"	Medical complications	Accident	Accident			ICD-10
Y442	Anticoagulants	Medical complications	Accident	Accident			ICD-10
Y443	"Anticoagulant antagonists, vitamin K and other coagulants"	Medical complications	Accident	Accident			ICD-10
Y444	Antithrombotic drugs [platelet-aggregation inhibitors]	Medical complications	Accident	Accident			ICD-10
Y445	Thrombolytic drugs	Medical complications	Accident	Accident			ICD-10
Y446	Natural blood and blood products	Medical complications	Accident	Accident			ICD-10
Y447	Plasma substitutes	Medical complications	Accident	Accident			ICD-10
Y449	Other and unspecified agents affecting blood constituents	Medical complications	Accident	Accident			ICD-10
Y45	"Analgesics, antipyretics and anti-inflammatory drugs"	Medical complications	Accident	Accident			ICD-10
Y450	Opioids and related analgesics	Medical complications	Accident	Accident			ICD-10
Y451	Salicylates	Medical complications	Accident	Accident			ICD-10
Y452	Propionic acid derivatives	Medical complications	Accident	Accident			ICD-10
Y453	Other nonsteroidal anti-inflammatory drugs [NSAID]	Medical complications	Accident	Accident			ICD-10
Y454	Antirheumatics	Medical complications	Accident	Accident			ICD-10
Y455	4-Aminophenol derivatives	Medical complications	Accident	Accident			ICD-10
Y458	Other analgesics and antipyretics	Medical complications	Accident	Accident			ICD-10
Y459	"Analgesic, antipyretic and anti-inflammatory drug, unspecified"	Medical complications	Accident	Accident			ICD-10
Y46	Antiepileptics and antiparkinsonism drugs	Medical complications	Accident	Accident			ICD-10
Y460	Succinimides	Medical complications	Accident	Accident			ICD-10
Y461	Oxazolidinediones	Medical complications	Accident	Accident			ICD-10
Y462	Hydantoin derivatives	Medical complications	Accident	Accident			ICD-10
Y463	Deoxybarbiturates	Medical complications	Accident	Accident			ICD-10
Y464	Iminostilbenes	Medical complications	Accident	Accident			ICD-10
Y465	Valproic acid	Medical complications	Accident	Accident			ICD-10
Y466	Other and unspecified antiepileptics	Medical complications	Accident	Accident			ICD-10
Y467	Antiparkinsonism drugs	Medical complications	Accident	Accident			ICD-10
Y468	Antispasticity drugs	Medical complications	Accident	Accident			ICD-10
Y47	"Sedatives, hypnotics and antianxiety drugs"	Medical complications	Accident	Accident			ICD-10
Y473	Paraldehyde	Medical complications	Accident	Accident			ICD-10
Y475	"Mixed sedatives and hypnotics, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y478	"Other sedatives, hypnotics and antianxiety drugs"	Medical complications	Accident	Accident			ICD-10
Y479	"Sedative, hypnotic and antianxiety drug, unspecified"	Medical complications	Accident	Accident			ICD-10
Y48	Anaesthetics and therapeutic gases	Medical complications	Accident	Accident			ICD-10
Y480	Inhaled anaesthetics	Medical complications	Accident	Accident			ICD-10
Y481	Parenteral anaesthetics	Medical complications	Accident	Accident			ICD-10
Y482	Other and unspecified general anaesthetics	Medical complications	Accident	Accident			ICD-10
Y483	Local anaesthetics	Medical complications	Accident	Accident			ICD-10
Y484	"Anaesthetic, unspecified"	Medical complications	Accident	Accident			ICD-10
Y485	Therapeutic gases	Medical complications	Accident	Accident			ICD-10
Y49	"Psychotropic drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y490	Tricyclic and tetracyclic antidepressants	Medical complications	Accident	Accident			ICD-10
Y491	Monoamine-oxidase-inhibitor antidepressants	Medical complications	Accident	Accident			ICD-10
Y492	Other and unspecified antidepressants	Medical complications	Accident	Accident			ICD-10
Y493	Phenothiazine antipsychotics and neuroleptics	Medical complications	Accident	Accident			ICD-10
Y495	Other antipsychotics and neuroleptics	Medical complications	Accident	Accident			ICD-10
Y496	Psychodysleptics [hallucinogens]	Medical complications	Accident	Accident			ICD-10
Y497	Psychostimulants with abuse potential	Medical complications	Accident	Accident			ICD-10
Y498	"Other psychotropic drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y499	"Psychotropic drug, unspecified"	Medical complications	Accident	Accident			ICD-10
Y50	"Central nervous system stimulants, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y500	Analeptics	Medical complications	Accident	Accident			ICD-10
Y501	Opioid receptor antagonists	Medical complications	Accident	Accident			ICD-10
Y502	"Methylxanthines, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y508	Other central nervous system stimulants	Medical complications	Accident	Accident			ICD-10
Y509	"Central nervous system stimulant, unspecified"	Medical complications	Accident	Accident			ICD-10
Y51	Drugs primarily affecting the autonomic nervous system	Medical complications	Accident	Accident			ICD-10
Y510	Anticholinesterase agents	Medical complications	Accident	Accident			ICD-10
Y511	Other parasympathomimetics [cholinergics]	Medical complications	Accident	Accident			ICD-10
Y512	"Ganglionic blocking drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y513	"Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y514	"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y515	"Predominantly beta-adrenoreceptor agonists, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y516	"Alpha-adrenoreceptor antagonists, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y518	"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y519	Other and unspecified drugs primarily affecting the autonomic nervous system	Medical complications	Accident	Accident			ICD-10
Y52	Agents primarily affecting the cardiovascular system	Medical complications	Accident	Accident			ICD-10
Y520	Cardiac-stimulant glycosides and drugs of similar action	Medical complications	Accident	Accident			ICD-10
Y522	"Other antidysrhythmic drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y523	"Coronary vasodilators, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y524	Angiotensin-converting-enzyme inhibitors	Medical complications	Accident	Accident			ICD-10
Y525	"Other antihypertensive drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y526	Antihyperlipidaemic and antiarteriosclerotic drugs	Medical complications	Accident	Accident			ICD-10
Y527	Peripheral vasodilators	Medical complications	Accident	Accident			ICD-10
Y528	"Antivaricose drugs, including sclerosing agents"	Medical complications	Accident	Accident			ICD-10
Y529	Other and unspecified agents primarily affecting the cardiovascular system	Medical complications	Accident	Accident			ICD-10
Y53	Agents primarily affecting the gastrointestinal system	Medical complications	Accident	Accident			ICD-10
Y530	Histamine H???-receptor antagonists	Medical complications	Accident	Accident			ICD-10
Y531	Other antacids and anti-gastric-secretion drugs	Medical complications	Accident	Accident			ICD-10
Y532	Stimulant laxatives	Medical complications	Accident	Accident			ICD-10
Y533	Saline and osmotic laxatives	Medical complications	Accident	Accident			ICD-10
Y534	Other laxatives	Medical complications	Accident	Accident			ICD-10
Y535	Digestants	Medical complications	Accident	Accident			ICD-10
Y536	Antidiarrhoeal drugs	Medical complications	Accident	Accident			ICD-10
Y537	Emetics	Medical complications	Accident	Accident			ICD-10
Y538	Other agents primarily affecting the gastrointestinal system	Medical complications	Accident	Accident			ICD-10
Y539	"Agent primarily affecting the gastrointestinal system, unspecified"	Medical complications	Accident	Accident			ICD-10
Y540	Mineralocorticoids	Medical complications	Accident	Accident			ICD-10
Y541	Mineralocorticoid antagonists [aldosterone antagonists]	Medical complications	Accident	Accident			ICD-10
Y544	Loop [high-ceiling] diuretics	Medical complications	Accident	Accident			ICD-10
Y545	Other diuretics	Medical complications	Accident	Accident			ICD-10
Y547	Agents affecting calcification	Medical complications	Accident	Accident			ICD-10
Y548	Agents affecting uric acid metabolism	Medical complications	Accident	Accident			ICD-10
Y549	"Mineral salts, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y55	Agents primarily acting on smooth and skeletal muscles and the respiratory system	Medical complications	Accident	Accident			ICD-10
Y550	Oxytocic drugs	Medical complications	Accident	Accident			ICD-10
Y551	Skeletal muscle relaxants [neuromuscular blocking agents]	Medical complications	Accident	Accident			ICD-10
Y552	Other and unspecified agents primarily acting on muscles	Medical complications	Accident	Accident			ICD-10
Y553	Antitussives	Medical complications	Accident	Accident			ICD-10
Y554	Expectorants	Medical complications	Accident	Accident			ICD-10
Y555	Anti-common-cold drugs	Medical complications	Accident	Accident			ICD-10
Y556	"Antiasthmatics, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y557	Other and unspecified agents primarily acting on the respiratory system	Medical complications	Accident	Accident			ICD-10
Y56	"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs"	Medical complications	Accident	Accident			ICD-10
Y560	"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y561	Antipruritics	Medical complications	Accident	Accident			ICD-10
Y562	Local astringents and local detergents	Medical complications	Accident	Accident			ICD-10
Y563	"Emollients, demulcents and protectants"	Medical complications	Accident	Accident			ICD-10
Y564	"Keratolytics, keratoplastics and other hair treatment drugs and preparations"	Medical complications	Accident	Accident			ICD-10
Y565	Ophthalmological drugs and preparations	Medical complications	Accident	Accident			ICD-10
Y566	Otorhinolaryngological drugs and preparations	Medical complications	Accident	Accident			ICD-10
Y567	"Dental drugs, topically applied"	Medical complications	Accident	Accident			ICD-10
Y568	Other topical agents	Medical complications	Accident	Accident			ICD-10
Y569	"Topical agent, unspecified"	Medical complications	Accident	Accident			ICD-10
Y57	Other and unspecified drugs and medicaments	Medical complications	Accident	Accident			ICD-10
Y570	Appetite depressants [anorectics]	Medical complications	Accident	Accident			ICD-10
Y571	Lipotropic drugs	Medical complications	Accident	Accident			ICD-10
Y572	"Antidotes and chelating agents, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y573	Alcohol deterrents	Medical complications	Accident	Accident			ICD-10
Y574	Pharmaceutical excipients	Medical complications	Accident	Accident			ICD-10
Y575	X-ray contrast media	Medical complications	Accident	Accident			ICD-10
Y576	Other diagnostic agents	Medical complications	Accident	Accident			ICD-10
Y577	"Vitamins, not elsewhere classified"	Medical complications	Accident	Accident			ICD-10
Y578	Other drugs and medicaments	Medical complications	Accident	Accident			ICD-10
Y579	"Drug or medicament, unspecified"	Medical complications	Accident	Accident			ICD-10
Y581	Typhoid and paratyphoid vaccine	Medical complications	Accident	Accident			ICD-10
Y583	Plague vaccine	Medical complications	Accident	Accident			ICD-10
Y584	Tetanus vaccine	Medical complications	Accident	Accident			ICD-10
Y585	Diphtheria vaccine	Medical complications	Accident	Accident			ICD-10
Y586	"Pertussis vaccine, including combinations with a pertussis component"	Medical complications	Accident	Accident			ICD-10
Y588	"Mixed bacterial vaccines, except combinations with a pertussis component"	Medical complications	Accident	Accident			ICD-10
Y589	Other and unspecified bacterial vaccines	Medical complications	Accident	Accident			ICD-10
Y59	Other and unspecified vaccines and biological substances	Medical complications	Accident	Accident			ICD-10
Y590	Viral vaccines	Medical complications	Accident	Accident			ICD-10
Y591	Rickettsial vaccines	Medical complications	Accident	Accident			ICD-10
Y592	Protozoal vaccines	Medical complications	Accident	Accident			ICD-10
Y593	Immunoglobulin	Medical complications	Accident	Accident			ICD-10
Y598	Other specified vaccines and biological substances	Medical complications	Accident	Accident			ICD-10
Y599	"Vaccine or biological substance, unspecified"	Medical complications	Accident	Accident			ICD-10
Y60	"Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care"	Medical complications	Accident	Accident			ICD-10
Y600	During surgical operation	Medical complications	Accident	Accident			ICD-10
Y601	During infusion or transfusion	Medical complications	Accident	Accident			ICD-10
Y602	During kidney dialysis or other perfusion	Medical complications	Accident	Accident			ICD-10
Y603	During injection or immunization	Medical complications	Accident	Accident			ICD-10
Y604	During endoscopic examination	Medical complications	Accident	Accident			ICD-10
Y605	During heart catheterization	Medical complications	Accident	Accident			ICD-10
Y606	"During aspiration, puncture and other catheterization"	Medical complications	Accident	Accident			ICD-10
Y607	During administration of enema	Medical complications	Accident	Accident			ICD-10
Y608	During other surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y609	During unspecified surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y61	Foreign object accidentally left in body during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y610	During surgical operation	Medical complications	Accident	Accident			ICD-10
Y611	During infusion or transfusion	Medical complications	Accident	Accident			ICD-10
Y612	During kidney dialysis or other perfusion	Medical complications	Accident	Accident			ICD-10
Y613	During injection or immunization	Medical complications	Accident	Accident			ICD-10
Y614	During endoscopic examination	Medical complications	Accident	Accident			ICD-10
Y615	During heart catheterization	Medical complications	Accident	Accident			ICD-10
Y616	"During aspiration, puncture and other catheterization"	Medical complications	Accident	Accident			ICD-10
Y617	During removal of catheter or packing	Medical complications	Accident	Accident			ICD-10
Y618	During other surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y619	During unspecified surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y62	Failure of sterile precautions during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y620	During surgical operation	Medical complications	Accident	Accident			ICD-10
Y621	During infusion or transfusion	Medical complications	Accident	Accident			ICD-10
Y622	During kidney dialysis or other perfusion	Medical complications	Accident	Accident			ICD-10
Y623	During injection or immunization	Medical complications	Accident	Accident			ICD-10
Y624	During endoscopic examination	Medical complications	Accident	Accident			ICD-10
Y625	During heart catheterization	Medical complications	Accident	Accident			ICD-10
Y626	"During aspiration, puncture and other catheterization"	Medical complications	Accident	Accident			ICD-10
Y628	During other surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y629	During unspecified surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y63	Failure in dosage during surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y630	Excessive amount of blood or other fluid given during transfusion or infusion	Medical complications	Accident	Accident			ICD-10
Y631	Incorrect dilution of fluid used during infusion	Medical complications	Accident	Accident			ICD-10
Y632	Overdose of radiation given during therapy	Medical complications	Accident	Accident			ICD-10
Y633	Inadvertent exposure of patient to radiation during medical care	Medical complications	Accident	Accident			ICD-10
Y634	Failure in dosage in electroshock or insulin-shock therapy	Medical complications	Accident	Accident			ICD-10
Y635	Inappropriate temperature in local application and packing	Medical complications	Accident	Accident			ICD-10
Y636	"Nonadministration of necessary drug, medicament or biological substance"	Medical complications	Accident	Accident			ICD-10
Y638	Failure in dosage during other surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y639	Failure in dosage during unspecified surgical and medical care	Medical complications	Accident	Accident			ICD-10
Y64	Contaminated medical or biological substances	Medical complications	Accident	Accident			ICD-10
