Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
X90,Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X90,"","","","",1,ICD-10
Y09,Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y09,"","","","",1,ICD-10
W34,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W34,"","","","",1,ICD-10
W345,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W345,"","","","",1,ICD-10
W347,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W347,"","","","",1,ICD-10
W348,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W348,"","","","",1,ICD-10
W349,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W349,"","","","",1,ICD-10
W32,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W32,"","","","",1,ICD-10
W320,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W320,"","","","",1,ICD-10
W322,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W322,"","","","",1,ICD-10
W324,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W324,"","","","",1,ICD-10
W327,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W327,"","","","",1,ICD-10
R456,Physical violence,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,R456,"","","","",1,ICD-10
W33,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W33,"","","","",1,ICD-10
W330,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W330,"","","","",1,ICD-10
W332,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W332,"","","","",1,ICD-10
W333,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W333,"","","","",1,ICD-10
W334,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W334,"","","","",1,ICD-10
W335,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W335,"","","","",1,ICD-10
W336,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W336,"","","","",1,ICD-10
W337,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W337,"","","","",1,ICD-10
W338,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W338,"","","","",1,ICD-10
W339,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W339,"","","","",1,ICD-10
Y871,Sequelae of assault,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y871,"","","","",1,ICD-10
S223,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S223,"","","",2,1,ICD-10
S2230,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2230,"","","","",1,ICD-10
S2231,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2231,"","","","",1,ICD-10
S22,"Fracture of rib(s), sternum and thoracic spine",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S22,"","","","",1,ICD-10
S224,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S224,"","","",2,1,ICD-10
S2240,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2240,"","","","",1,ICD-10
S2241,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2241,"","","","",1,ICD-10
Y050,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y050,Home,"","","",1,ICD-10
Y058,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y058,Other specified places,"","","",1,ICD-10
Y051,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y051,Residential institution,"","","",1,ICD-10
Y059,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y059,Unspecified place,"","","",1,ICD-10
Z044,Examination and observation following alleged rape and seduction,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z044,"","","","",1,ICD-10
Z045,Examination and observation following other inflicted injury,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z045,"","","","",1,ICD-10
Z616,Problems related to alleged physical abuse of child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z616,"","","","",1,ICD-10
Y05,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y05,"","","","",1,ICD-10
7215,Child on protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IM.00,"","","",1,3,read
2806,Multidisciplinary case conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,3874.00,"","","",1,1,read
9529,Child protection procedure,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z35..00,"","","",1,3,read
7325,Child removed from protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IO.00,"","","",1,1,read
9530,Child protection procedure,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,64c..00,"","","",1,3,read
94516,Child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CM6.00,"","","",1,3,read
95907,Subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iv.00,"","","",1,3,read
84157,On child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Id.00,"","","",1,1,read
64183,Child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z331.00,"","","",1,3,read
105271,Child is cause for safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WX.00,"","","",1,3,read
11965,Family member on protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IN.00,"","","",1,1,read
24892,Child protection investigation,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z352.00,"","","",1,3,read
103571,Subject of multi-agency risk assessment conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Hm.00,"","","",1,1,read
96043,No longer subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iw.00,"","","",1,1,read
24893,Removed - child abuse register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IC000,"","","",1,1,read
106303,Adult safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9Ngj.00,"","","",1,3,read
97175,Family member subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iy.00,"","","",1,3,read
106551,Has child subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iy000,"","","",1,3,read
11956,Police request to attend,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9EP..00,"","","",1,1,read
104272,Child protection observation,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT.00,"","","",1,1,read
30737,Family member removed from protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IP.00,"","","",1,3,read
102319,Referral to safeguarding children team,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8Hkh.00,"","","",1,3,read
46194,Security/protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09...00,"","","",1,1,read
97277,Family member no longer subject of child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iz.00,"","","",1,3,read
42936,Surveillance for child protection,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,ZH11900,"","","",1,3,read
14812,Place of safety court order,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9F7..00,"","","",1,1,read
93646,Family member on child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Ig.00,"","","",1,3,read
108296,Child protection core group meeting,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CM6000,"","","",1,3,read
102759,Referral to safeguarding adults team,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8Hkc.00,"","","",1,3,read
104786,Child protection category emotional,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT100,"","","",1,3,read
108994,Unborn child is cause for safeguarding concern,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13If000,"","","",1,3,read
104301,Unborn child subject to child protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Iv000,"","","",1,3,read
108341,Child protection medical examination,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9FA..00,"","","",1,3,read
33172,Other protective service NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09ZZ.00,"","","",1,1,read
103799,Safeguarding children young peple toolkit for gen prac 2009,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,38G4.00,"","","",1,3,read
98455,Subject of multi-agency public protection arrangements,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13Hl.00,"","","",1,1,read
105005,Child protection category physical,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT200,"","","",1,3,read
58659,Other protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09Z..00,"","","",1,1,read
104904,Child protection category,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13WT000,"","","",1,3,read
38494,Court of protect cert NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9H3Z.00,"","","",1,1,read
111168,Child protection conference report submitted,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,9Eq..00,"","","",1,1,read
110925,Family member no longer on child protection register,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,13IP000,"","","",1,1,read
20720,Protective services,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,09...11,"","","",1,1,read
109976,Safeguarding adults protection plan completed,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8CMh.00,"","","",1,3,read
52527,Protective supervisors NOS,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,092Z.00,"","","",1,1,read
68948,Supervisors-protective service,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,092..00,"","","",1,1,read
62870,Immediate protection of child,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z351.00,"","","",1,3,read
100176,Intra-agency protection plan,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z331100,"","","",1,1,read
56699,Patient protection monitoring,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,Z9KG100,"","","",1,1,read
110365,Referral to multi-agency risk assessment conference,CM1,Child protection/safeguarding,Child protection/safeguarding,CM,CM,8T0b.00,"","","",1,1,read
16091,Homicide or assault by rape,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,TL01.00,"","","",1,1,read
23816,Homicidal stab of any part of body,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,TL62.00,"","","",1,1,read
99124,"[X]Assault by handgun discharge, occurrence at home",CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,U380.00,Home,"","",1,1,read
96493,[X]Assault by rifl shotgun+larger firearm disch occ at home,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,U390.00,Home,"","",1,1,read
66326,[X]Assault by oth+unspecif firearm discharge occurrn home,CM2,"Assault NOS, CM","CM NOS, incl. physical or sexual abuse",CM,CM,U3A0.00,Home,"","",1,1,read
11572,History of domestic violence,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,14X3.00,"","","",1,1,read
12684,Victim of domestic violence,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,14X8.00,"","","",1,1,read
19017,Significant event reported,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9g0..00,"","","",1,3,read
7278,Child at risk-case conference,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9F2..00,"","","",1,3,read
93502,History of domestic abuse,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,14XD.00,"","","",1,1,read
104309,Review case conference,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,3879.00,"","","",1,1,read
107316,Victim of domestic abuse,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,14XG.00,"","","",1,1,read
23777,Child abuse NEC,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55z11,"","","",1,1,read
101657,Conference report,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9Ee0100,"","","",1,1,read
25273,Child at risk case conf NOS,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9F2Z.00,"","","",1,3,read
105233,Initial case conference,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,387A.00,"","","",1,1,read
105329,History of being victim of domestic violence,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,14XE.00,"","","",1,1,read
23700,Abandoned child,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,133I.00,"","","",1,1,read
111048,Mother victim of domestic violence,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,12K7.00,"","","",1,3,read
46560,[X]Munchausen's by proxy,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,Eu6y200,"","","",1,1,read
8174,NA52-Magistrate's care order,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9ET..00,"","","",1,1,read
33009,A/N care: H/O child abuse,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,6254.00,"","","",1,3,read
49622,Child affected by Munchausen's by proxy,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,SN57200,"","","",1,1,read
28484,"[X]Other maltreatment syndromes, by spouse or partner",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N0.00,"","","",1,1,read
61921,NA52 - care order NOS,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9ETZ.00,"","","",1,1,read
73014,NA52 - fee paid,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9ET3.00,"","","",1,1,read
104936,"[X]Maltreatment, by spouse or partner",CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,U3P0.00,"","","",1,1,read
104126,NA52 care order completed,CM2,Child maltreatment NOS,"CM NOS, incl. physical or sexual abuse",CM,CM,9ET1.00,"","","",1,1,read
14693,Homicide and injury purposely inflicted by other persons,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL...00,"","","",1,1,read
7387,History of sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X1.00,"","","",1,1,read
3879,Sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN57100,"","","",1,1,read
3750,Sexual assault,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL01.11,"","","",1,1,read
7816,[X]Rape,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L..11,"","","",1,1,read
8170,History of abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X..00,"","","",1,1,read
22840,Victim of sexual abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X6.00,"","","",1,1,read
1368,[V]Routine circumcision,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV50212,"","","",1,4,read
8376,[X]NAI - Non accidental injury,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3...11,"","","",1,1,read
19925,Ritual circumcision,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,7C25600,"","","",1,4,read
2886,Non-accidental injury to child,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55200,"","","",1,3,read
9602,[V]Child abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV61200,"","","",1,3,read
8605,History of physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X0.00,"","","",1,1,read
12537,Victim of physical abuse,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14X5.00,"","","",1,1,read
19959,Child maltreatment syndrome NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55z00,"","","",1,1,read
9655,NAI - non-accidental injury to child,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55211,"","","",1,3,read
2412,Child maltreatment syndrome,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55.00,"","","",1,1,read
31601,Maltreatment syndromes,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN57.00,"","","",1,1,read
54314,[V]Routine or ritual circumcision,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV50200,"","","",1,4,read
36338,[X]Sexual assault by bodily force,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L..00,"","","",1,1,read
94691,Female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578.00,"","","",1,1,read
7434,[V]Ritual circumcision,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV50211,"","","",1,4,read
40032,Child abuse in family,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13W3.00,"","","",1,3,read
30588,Physical abuse of child,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55500,"","","",1,3,read
24008,[V]Problem relatd/alleg sex abuse cld by person prim sup grp,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4G400,"","","",1,1,read
28782,Sexual abuse counselling,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z411.00,"","","",1,1,read
24072,[V]Probs rel alleg sex abuse child by pers out prim sup grp,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV4F900,"","","",1,1,read
24895,[X]Attempted rape,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L..12,"","","",1,1,read
14966,Battered baby or child syndrome NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55300,"","","",1,1,read
31994,Child battering and other maltreatment,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL7..00,"","","",1,3,read
46016,Homicide or assault NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLz..00,"","","",1,1,read
36393,Abuse counselling,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z41..00,"","","",1,1,read
4985,Ritual clitoridectomy,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,7D00100,"","","",1,1,read
108967,Seen in sexual assault referral centre,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,9NkQ.00,"","","",1,1,read
31691,[X]Murder,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3...13,"","","",1,1,read
108224,History of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K..00,"","","",1,1,read
43137,"Homicide and assault by fight, brawl and rape",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL0..00,"","","",1,1,read
16918,Murder attempt NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLxz300,"","","",1,1,read
48811,[X]Sexual assault by bodily force occurrn unspecified place,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3Lz.00,"","","",1,1,read
35230,Physical abuse counselling,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,Z412.00,"","","",1,1,read
49570,"Manslaughter, nonaccidental, NOS",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLxz000,"","","",1,1,read
48464,Physical injury to child,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55212,"","","",1,3,read
24575,"[X]Sexual assault by bodily force, occurrence at home",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3L0.00,Home,"","",1,1,read
27889,"Battered woman, unspecified",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN56100,"","","",1,3,read
105070,Child protection category sexual,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13WT300,"","","",1,1,read
28420,[X]Homicide,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3...12,"","","",1,1,read
50385,Female prostitute,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,0AK1.00,"","","",1,1,read
47035,Clitoridectomy NEC,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,7D00000,"","","",1,1,read
38049,Murder successful NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLxz400,"","","",1,1,read
38755,"Homicide or assault by fight, brawl or rape NOS",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL0z.00,"","","",1,1,read
38319,Battered baby syndrome NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55311,"","","",1,3,read
24654,Child battering or other maltreatment by parent,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL70.00,"","","",1,1,read
109058,Victim of child sexual exploitation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XH.00,"","","",1,1,read
106967,Victim of human trafficking,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,14XF.00,"","","",1,1,read
49619,Prostitute NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,0AKZ.00,"","","",1,1,read
24224,Homicidal cut of any part of body,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL60.00,"","","",1,1,read
53084,Late effects of homicide or assault,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TLy..00,"","","",1,1,read
39640,"Battered person unspecified, syndrome",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN56000,"","","",1,3,read
109768,Discussion about female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67DQ.00,"","","",1,3,read
52916,"[X]Assault by blunt object, occurrence at home",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3F0.00,Home,"","",1,1,read
98128,Deinfibulation of vulva,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,7D04500,"","","",1,1,read
108850,Female genital mutilation type II - WHO classification,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,K578100,"","","",1,1,read
109978,At risk of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,13VY.00,"","","",1,3,read
105452,Vaginal penetration,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,1ABH.11,"","","",1,1,read
39837,[X]Other maltreatment syndromes,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N..00,"","","",1,1,read
43768,"[X]Other maltreatment syndromes, by parent",CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,U3N1.00,"","","",1,1,read
42388,Battered child syndrome NOS,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,SN55312,"","","",1,3,read
110013,H/O: female genital mutilation type 3,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,15K0.00,"","","",1,1,read
110408,Discussion about female genital mutilation with carer,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,671E200,"","","",1,3,read
110498,Discussion about illegality of female genital mutilation,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,67DQ000,"","","",1,3,read
53458,Homicidal puncture of any part of body,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL61.00,"","","",1,1,read
52377,[V]Prostitute health examination,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,ZV70515,"","","",1,1,read
24653,Child battering or other maltreatment by other spec person,CM2,Physical or sexual abuse,"CM NOS, incl. physical or sexual abuse",CM,CM,TL7y.00,"","","",1,1,read
