code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
d_37325	Remnos 10mg Tablet (DDSA Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_3741	Stilnoct 10mg tablets (Sanofi)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_37566	Lorazepam 1mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_37745	Lorazepam 1mg/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_38418	Temazepam 10mg Capsule (Berk Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_38424	Temazepam 20mg Capsule (Berk Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_3870	Diazepam 2mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_39284	Lorazepam 1mg tablets (Genus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4003	Molipaxin 150mg tablets (Zentiva)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_40153	Buspirone 10mg Tablet (Galen Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4020	Trazodone 150mg tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41385	Nitrazepam 5mg tablets (Actavis UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41391	Lorazepam 1mg tablets (Arrow Generics Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4140	Oxazepam 30mg Capsule	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41516	Temazepam 10mg Tablet (IVAX Pharmaceuticals UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41539	Zolpidem 10mg tablets (IVAX Pharmaceuticals UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41542	Oxazepam 10mg Tablet (IVAX Pharmaceuticals UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41562	Temazepam 10mg Tablet (Pharmacia Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41601	Oxazepam 15mg Tablet (IVAX Pharmaceuticals UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41609	Trazodone 50mg capsules (Teva UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41653	Temazepam 20mg Capsule (Hillcross Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41696	Zolpidem 5mg tablets (Teva UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41697	Zolpidem 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41709	Trazodone 100mg capsules (Teva UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41710	Trazodone 100mg capsules (Zentiva)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41717	Temazepam 20mg tablets (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_41718	Temazepam 10mg Capsule (Hillcross Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4187	Zimovane LS 3.75mg tablets (Sanofi)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4194	Molipaxin 100mg capsules (Zentiva)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_42089	Zolpidem 10mg Tablet (Winthrop Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_42814	Lorazepam 2.5mg tablets (Genus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_43240	Buspirone 5mg tablets (Mylan)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4338	Valium 5mg Tablet (Roche Products Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_43445	Zopiclone 7.5mg tablets (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_43560	Zolpidem 10mg tablets (Teva UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45135	Diazepam 2mg Tablet (M & A Pharmachem Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45254	Temazepam 10mg tablets (Actavis UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45275	Buspirone 5mg tablets (Actavis UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45283	Temazepam 10mg tablets (Genus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45353	Zopiclone 7.5mg tablets (Sandoz Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_45829	Lorazepam 1mg tablets (Sandoz Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46078	Temazepam 20mg tablets (Genus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46799	Zopiclone 3.75mg/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46847	Buspirone 10mg tablets (Actavis UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46896	Lorazepam 500micrograms/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46939	Temazepam 20mg tablets (Teva UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46953	Nitrazepam 5mg tablets (Ranbaxy (UK) Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_46964	Temazepam 20mg tablets (Actavis UK Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_48517	Lormetazepam 1mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_4874	Molipaxin 50mg capsules (Zentiva)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_49504	Buspar 10mg tablets (Lexon (UK) Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_49589	Temazepam 10mg tablets (Sandoz Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5058	Zileze 3.75 tablets (Opus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_52022	Zimovane 7.5mg tablets (Lexon (UK) Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5306	Sonata 10mg capsules (Meda Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5352	Zaleplon 10mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5385	Buspirone 10mg tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5459	Zolpidem 10mg tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_54695	Diazepam 10mg Tablet (M & A Pharmachem Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_55137	Trazodone 150mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_55836	Temazepam 10mg/5ml oral solution sugar free (Focus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_563	Clomethiazole 192mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_56551	Lorazepam 5mg/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_56811	Temazepam 10mg tablets (F.Maltby & Sons Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_56927	Temazepam 10mg tablets (Ethigen Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_57226	Trazodone 25mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_57268	Lorazepam 2.5mg tablets (Sandoz Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_57937	Zopiclone 3.75mg tablets (Almus Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_59095	Buspirone 5mg tablets (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_5916	Zaleplon 5mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_59170	Clomethiazole 192mg capsules (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_59640	Zopiclone 7.5mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_59931	Trazodone 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_60825	Temazepam 20mg tablets (Sandoz Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_61443	Buspirone 10mg tablets (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_61450	Lorazepam 1mg tablets (A A H Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_61657	Trazodone 75mg/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_61886	Lorazepam 5mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_62645	Temazepam 20mg Tablet (Lagap)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_63592	Zopiclone 7.5mg tablets (Sigma Pharmaceuticals Plc)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_63665	Noctamid 0.5mg Tablet (Schering Health Care Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_63674	Temazepam 30mg gel-fill capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_6442	Trazodone 50mg/5ml oral solution sugar free	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_64729	Lorazepam 1mg tablets (Genesis Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_64775	Nitrazepam 10mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_64876	Lorazepam 2mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_65152	Trazodone 100mg/5ml oral solution	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_65190	Zolpidem 10mg tablets (Zentiva)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_65637	Zopiclone 7.5mg tablets (Phoenix Healthcare Distribution Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_66	Zopiclone 7.5mg tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_664	Lorazepam 4mg/1ml solution for injection ampoules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_721	Zopiclone 3.75mg tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_7444	Ativan 4mg/1ml solution for injection ampoules (Pfizer Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_7567	Temazepam planpak Capsule (Manufacturer unknown)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_7569	Temazepam 15mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_7786	Mogadon 5mg Tablet (ICN Pharmaceuticals France S.A.)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_780	Temazepam 10mg/5ml oral solution sugar free	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_7924	Nitrazepam 2.5mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_8174	Molipaxin 50mg/5ml oral liquid (Sanofi)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_8721	Oxazepam 30mg Tablet	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_8798	Temazepam gelthix 10mg Capsule (Pharmacia Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_8913	Librium 10mg Capsule (ICN Pharmaceuticals France S.A.)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9008	Buspar 10mg tablets (IXL Pharma Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9048	Librium 5mg Tablet (ICN Pharmaceuticals France S.A.)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9111	Diazepam 10mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_921	Temazepam 10mg capsules	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9598	Sonata 5mg capsules (Meda Pharmaceuticals Ltd)	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9696	Alprazolam 250microgram tablets	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
d_9814	Nitrazepam 5mg/5ml oral suspension	Anxiolytic	Anxiety disorders (incl. anxiolytic algorithm and phobias)	Anxiety disorders	Mental health problem				prodcode	2
6874	[X]Bipolar affective disorder	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
8567	Bipolar psychoses	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
14784	Unspecified bipolar affective disorder	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
27584	"[X]Bipolar affective disorder, currently in remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
31316	Mixed bipolar affective disorder	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
16808	"[X]Bipolar affective disorder, current episode hypomanic"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
9521	"[X]Bipolar disorder, single manic episode"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
33751	"[X]Bipolar affective disorder, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
4677	"Bipolar affective disorder, currently depressed"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
3702	"Bipolar affective disorder, currently manic"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
16562	[X]Bipolar affect disorder cur epi mild or moderate depressn	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
27986	"Unspecified bipolar affective disorder, NOS"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
85102	Bipolar affective disorder resolved	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
24230	"Unspecified bipolar affective disorder, in full remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
31535	"Mixed bipolar affective disorder, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
30282	"Profile of mood states, bipolar"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63583	"Mixed bipolar affective disorder, NOS"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
28277	[X]Bipolar affect disorder cur epi manic with psychotic symp	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
44693	"[X]Bipolar affective disorder, current episode mixed"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
23713	"[X]Bipol aff disord, curr epis sev depress, no psychot symp"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
73924	[X]Bipolar II disorder	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
53840	[X]Other bipolar affective disorders	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
4732	[X]Bipolar affect dis cur epi severe depres with psyc symp	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
55064	"Mixed bipolar affective disorder, in full remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
49763	"Unspecified bipolar affective disorder, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
37296	"Bipolar affective disorder, currently depressed, NOS"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
57465	"Bipolar affective disorder, now depressed, in full remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
35738	"Bipolar affective disorder, currently manic, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
57605	"Bipolar affective disorder, currently manic, NOS"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
27890	"Bipolar affective disorder, currently depressed, moderate"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
35734	"Bipolar affective disorder, currently depressed, mild"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
26299	[X]Bipolar affect disorder cur epi manic wout psychotic symp	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
15923	"Bipolar affective disorder, currently depressed, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
36126	"Bipolar affective disorder, currently manic, mild"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63150	"Mixed bipolar affective disorder, moderate"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63784	"Bipolar affective disorder, currently manic, full remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
46434	"Bipolar affective disorder, currently manic, moderate"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
54195	"Mixed bipolar affective disorder, severe, with psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
55829	"Bipolar affect disord, currently manic,severe with psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
24689	"Mixed bipolar affective disorder, mild"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
104051	[X]Bipolar II disorder	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
35607	"Bipolar affect disord, now depressed, severe, no psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
104065	[X]Bipolar affective disorder type I	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
16347	"Bipolar affect disord, currently manic, severe, no psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63701	"Bipolar affect disord, now depressed, severe with psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
68647	"Unspecified bipolar affective disorder, moderate"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
68326	"Unspecified bipolar affective disorder,severe with psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63284	"Mixed bipolar affective disorder, severe, without psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63698	"Unspecified bipolar affective disorder, mild"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
59011	"Bipolar affect disord,currently manic, part/unspec remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
63651	"Mixed bipolar affective disorder, partial/unspec remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
70721	"Unspecified bipolar affect disord, partial/unspec remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
72026	"Bipolar affect disord, now depressed, part/unspec remission"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
73423	"Unspecified bipolar affective disorder, severe, no psychosis"	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
109485	Single manic episode in partial or unspecified remission	Bipolar	Bipolar	Psychosis	Mental health problem				read	2
F31	Bipolar affective disorder	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F310	"Bipolar affective disorder, current episode hypomanic"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F311	"Bipolar affective disorder, current episode manic without psychotic symptoms"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F312	"Bipolar affective disorder, current episode manic with psychotic symptoms"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F313	"Bipolar affective disorder, current episode mild or moderate depression"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F314	"Bipolar affective disorder, current episode severe depression without psychotic symptoms"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F315	"Bipolar affective disorder, current episode severe depression with psychotic symptoms"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F316	"Bipolar affective disorder, current episode mixed"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F317	"Bipolar affective disorder, currently in remission"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F318	Other bipolar affective disorders	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
F319	"Bipolar affective disorder, unspecified"	Bipolar	Bipolar	Psychosis	Mental health problem				ICD-10	2
9581	[X]Bulimia nervosa	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
4377	Bulimia (non-organic overeating)	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
605	[D]Bulimia NOS	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
6583	[X]Bulimia NOS	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
6796	[X]Psychogenic vomiting	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
16622	[X]Vomiting associated with other psychological disturbances	Bulimia	Bulimia	Eating disorders	Mental health problem				read	2
F502	Bulimia nervosa	Bulimia	Bulimia	Eating disorders	Mental health problem				ICD-10	2
F503	Atypical bulimia nervosa	Bulimia	Bulimia	Eating disorders	Mental health problem				ICD-10	2
d_10083	Zispin SolTab 30mg orodispersible tablets (Merck Sharp & Dohme Ltd)	Antidepressant	Depression (incl. antidepressant algorithm)	Depression	Mental health problem				prodcode	2
d_10413	Sinequan 10mg capsules (Pfizer Ltd)	Antidepressant	Depression (incl. antidepressant algorithm)	Depression	Mental health problem				prodcode	2
d_10649	IMIPRAMINE 75 MG TAB	Antidepressant	Depression (incl. antidepressant algorithm)	Depression	Mental health problem				prodcode	2
