Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
X641,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X641,"","","","",2,ICD-10
X642,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X642,"","","","",2,ICD-10
X643,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X643,"","","","",2,ICD-10
X644,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X644,"","","","",2,ICD-10
X645,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X645,"","","","",2,ICD-10
X646,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X646,"","","","",2,ICD-10
X647,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X647,"","","","",2,ICD-10
X648,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X648,"","","","",2,ICD-10
X649,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X649,"","","","",2,ICD-10
X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X63,"","","","",2,ICD-10
X631,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X631,"","","","",2,ICD-10
X632,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X632,"","","","",2,ICD-10
X633,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X633,"","","","",2,ICD-10
X634,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X634,"","","","",2,ICD-10
X635,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X635,"","","","",2,ICD-10
X636,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X636,"","","","",2,ICD-10
X637,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X637,"","","","",2,ICD-10
X638,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X638,"","","","",2,ICD-10
X639,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X639,"","","","",2,ICD-10
X67,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X67,"","","","",2,ICD-10
X670,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X670,"","","","",2,ICD-10
X671,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X671,"","","","",2,ICD-10
X672,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X672,"","","","",2,ICD-10
X673,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X673,"","","","",2,ICD-10
X674,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X674,"","","","",2,ICD-10
X675,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X675,"","","","",2,ICD-10
X676,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X676,"","","","",2,ICD-10
X677,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X677,"","","","",2,ICD-10
X678,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X678,"","","","",2,ICD-10
X679,Intentional self-poisoning by and exposure to other gases and vapours,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X679,"","","","",2,ICD-10
X68,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X68,"","","","",2,ICD-10
X680,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X680,"","","","",2,ICD-10
X681,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X681,"","","","",2,ICD-10
X682,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X682,"","","","",2,ICD-10
X683,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X683,"","","","",2,ICD-10
X684,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X684,"","","","",2,ICD-10
X685,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X685,"","","","",2,ICD-10
X686,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X686,"","","","",2,ICD-10
X687,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X687,"","","","",2,ICD-10
X688,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X688,"","","","",2,ICD-10
X689,Intentional self-poisoning by and exposure to pesticides,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X689,"","","","",2,ICD-10
Y870,Sequelae of intentional self-harm,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y870,"","","","",2,ICD-10
Y87,"Sequelae of intentional self-harm, assault and events of undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y87,"","","","",2,ICD-10
E9530,Suicideandselfinflictedinjurybyhanging,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,E9530,"","","","",2,ICD-9
E9520,Suicideandselfinflictedpoisoningbymotorvehicleexhaustgas,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,E9520,"","","","",2,ICD-9
E9503,Suicideandselfinflictedpoisoningbytranquilizersandotherpsychotropicagents,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,E9503,"","","","",2,ICD-9
Z915,Personal history of self-harm,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Z915,historic,"","","",2,ICD-10
F419,"Anxiety disorder, unspecified",mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F419,diagnostic,"","","",2,ICD-10
F940,Elective mutism,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F940,diagnostic,"","","",2,ICD-10
F412,Mixed anxiety and depressive disorder,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F412,diagnostic,"","","",2,ICD-10
F480,Neurasthenia,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F480,diagnostic,"","","",2,ICD-10
F489,"Neurotic disorder, unspecified",mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F489,diagnostic,"","","",2,ICD-10
F064,Organic anxiety disorder,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F064,diagnostic,"","","",2,ICD-10
F41,Other anxiety disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F41,diagnostic,"","","",2,ICD-10
F48,Other neurotic disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F48,diagnostic,"","","",2,ICD-10
F408,Other phobic anxiety disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F408,diagnostic,"","","",2,ICD-10
F418,Other specified anxiety disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F418,diagnostic,"","","",2,ICD-10
F488,Other specified neurotic disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F488,diagnostic,"","","",2,ICD-10
F931,Phobic anxiety disorder of childhood,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F931,diagnostic,"","","",2,ICD-10
F409,"Phobic anxiety disorder, unspecified",mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F409,diagnostic,"","","",2,ICD-10
F40,Phobic anxiety disorders,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F40,diagnostic,"","","",2,ICD-10
F930,Separation anxiety disorder of childhood,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F930,diagnostic,"","","",2,ICD-10
F402,Specific (isolated) phobias,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F402,diagnostic,"","","",2,ICD-10
F481,Depersonalization-derealization syndrome,mMHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F481,"","","","",2,ICD-10
F411,Generalized anxiety disorder,mMHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F411,"","","","",2,ICD-10
F413,Other mixed anxiety disorders,mMHP3,GAD,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F413,"","","","",2,ICD-10
F932,Social anxiety disorder of childhood,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F932,"","","","",2,ICD-10
F401,Social phobias,mMHP3,Anxiety disorder,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F401,"","","","",2,ICD-10
F951,Chronic motor or vocal tic disorder,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F951,"","","","",2,ICD-10
F952,Combined vocal and multiple motor tic disorder [de la Tourette],mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F952,"","","","",2,ICD-10
G253,Myoclonus,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,G253,"","","","",2,ICD-10
F458,Other somatoform disorders,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F458,"","","","",2,ICD-10
F958,Other tic disorders,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F958,"","","","",2,ICD-10
F454,Persistent somatoform pain disorder,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F454,"","","","",2,ICD-10
F450,Somatization disorder,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F450,"","","","",2,ICD-10
F453,Somatoform autonomic dysfunction,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F453,"","","","",2,ICD-10
F459,"Somatoform disorder, unspecified",mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F459,"","","","",2,ICD-10
F45,Somatoform disorders,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F45,"","","","",2,ICD-10
F984,Stereotyped movement disorders,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F984,"","","","",2,ICD-10
F959,"Tic disorder, unspecified",mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F959,"","","","",2,ICD-10
F95,Tic disorders,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F95,"","","","",2,ICD-10
F950,Transient tic disorder,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F950,"","","","",2,ICD-10
F451,Undifferentiated somatoform disorder,mMHP3,Somatic symptom and related disorders,Anxiety disorder NOS incl. anxiolytics,Common mental health problems,mMHPs,F451,"","","","",2,ICD-10
F400,Agoraphobia,mMHP4,"Panic disorder (incl. agoraphobia, health anx","Panic disorder (incl. agoraphobia, health anxiety)",Common mental health problems,mMHPs,F400,"","","","",2,ICD-10
F452,Hypochondriacal disorder,mMHP4,"Panic disorder (incl. agoraphobia, health anx","Panic disorder (incl. agoraphobia, health anxiety)",Common mental health problems,mMHPs,F452,"","","","",2,ICD-10
F410,Panic disorder [episodic paroxysmal anxiety],mMHP4,"Panic disorder (incl. agoraphobia, health anx","Panic disorder (incl. agoraphobia, health anxiety)",Common mental health problems,mMHPs,F410,"","","","",2,ICD-10
F422,Mixed obsessional thoughts and acts,mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F422,"","","","",2,ICD-10
F42,Obsessive-compulsive disorder,mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F42,"","","","",2,ICD-10
F429,"Obsessive-compulsive disorder, unspecified",mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F429,"","","","",2,ICD-10
F428,Other obsessive-compulsive disorders,mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F428,"","","","",2,ICD-10
F421,Predominantly compulsive acts [obsessional rituals],mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F421,"","","","",2,ICD-10
F420,Predominantly obsessional thoughts or ruminations,mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F420,"","","","",2,ICD-10
F633,Trichotillomania,mMHP5,Obsessive-compulsive disorders,Obsessive-compulsive disorders,Common mental health problems,mMHPs,F633,"","","","",2,ICD-10
F430,Acute stress reaction,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F430,diagnostic,"","","",2,ICD-10
F432,Adjustment disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F432,diagnostic,"","","",2,ICD-10
F449,"Dissociative [conversion] disorder, unspecified",mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F449,diagnostic,"","","",2,ICD-10
F44,Dissociative [conversion] disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F44,diagnostic,"","","",2,ICD-10
F440,Dissociative amnesia,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F440,diagnostic,"","","",2,ICD-10
F446,Dissociative anaesthesia and sensory loss,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F446,diagnostic,"","","",2,ICD-10
F445,Dissociative convulsions,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F445,diagnostic,"","","",2,ICD-10
F441,Dissociative fugue,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F441,diagnostic,"","","",2,ICD-10
F444,Dissociative motor disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F444,diagnostic,"","","",2,ICD-10
F442,Dissociative stupor,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F442,diagnostic,"","","",2,ICD-10
F447,Mixed dissociative [conversion] disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F447,diagnostic,"","","",2,ICD-10
F515,Nightmares,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F515,diagnostic,"","","",2,ICD-10
F448,Other dissociative [conversion] disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F448,diagnostic,"","","",2,ICD-10
F438,Other reactions to severe stress,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F438,diagnostic,"","","",2,ICD-10
F431,Post-traumatic stress disorder,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F431,diagnostic,"","","",2,ICD-10
F43,"Reaction to severe stress, and adjustment disorders",mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F43,diagnostic,"","","",2,ICD-10
F439,"Reaction to severe stress, unspecified",mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F439,diagnostic,"","","",2,ICD-10
F941,Reactive attachment disorder of childhood,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F941,diagnostic,"","","",2,ICD-10
F514,Sleep terrors [night terrors],mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F514,diagnostic,"","","",2,ICD-10
F443,Trance and possession disorders,mMHP6,PTSD/Acute stress,PTSD incl. acute stress disorder,Common mental health problems,mMHPs,F443,diagnostic,"","","",2,ICD-10
G470,Disorders of initiating and maintaining sleep [insomnias],mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G470,"","","","",2,ICD-10
G474,Narcolepsy and cataplexy,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G474,"","","","",2,ICD-10
F512,Nonorganic disorder of the sleep-wake schedule,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F512,"","","","",2,ICD-10
F511,Nonorganic hypersomnia,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F511,"","","","",2,ICD-10
F510,Nonorganic insomnia,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F510,"","","","",2,ICD-10
F519,"Nonorganic sleep disorder, unspecified",mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F519,"","","","",2,ICD-10
F51,Nonorganic sleep disorders,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F51,"","","","",2,ICD-10
F518,Other nonorganic sleep disorders,mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F518,"","","","",2,ICD-10
F513,Sleepwalking [somnambulism],mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,F513,"","","","",2,ICD-10
G472,"",mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G472,"","","","",2,ICD-10
G473,"",mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G473,"","","","",2,ICD-10
G479,"",mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G479,"","","","",2,ICD-10
G478,"",mMHP7,Sleep-wake disorder,Sleep-wake disorders,Common mental health problems,mMHPs,G478,"","","","",2,ICD-10
F99,"Mental disorder, not otherwise specified",mMHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,mMHPs,F99,"","","","",2,ICD-10
O993,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",mMHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,mMHPs,O993,"","","","",2,ICD-10
Z865,Personal history of other mental and behavioural disorders,mMHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,mMHPs,Z865,"","","","",2,ICD-10
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,mMHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,mMHPs,F54,"","","","",2,ICD-10
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors,mMHP8,Mental health problem NOS,Mental health problems NOS,Common mental health problems,mMHPs,F59,"","","","",2,ICD-10
p_X66,Cognitive behavioural therapy,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,X66,"","","","",2,OPCS-4
p_X662,Cognitive behavioural therapy by multidisciplinary team,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,X662,"","","","",2,OPCS-4
p_X661,Cognitive behavioural therapy by unidisciplinary team,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,X661,"","","","",2,OPCS-4
p_X668,Other specified cognitive behavioural therapy,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,X668,"","","","",2,OPCS-4
p_U528,Other specified rehabilitation for psychiatric disorders,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,U528,"","","","",2,OPCS-4
Z504,"Psychotherapy, not elsewhere classified",mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,Z504,"","","","",2,ICD-10
p_U52,Rehabilitation for psychiatric disorders,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,U52,"","","","",2,OPCS-4
p_U529,Unspecified rehabilitation for psychiatric disorders,mMHP9,Seen by/referral to mental health professional,Referred to/seen by a mental health professional (tier 3 profession or above),Common mental health problems,mMHPs,U529,"","","","",2,OPCS-4
F659,"Disorder of sexual preference, unspecified",mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F659,"","","","",2,ICD-10
F652,Exhibitionism,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F652,"","","","",2,ICD-10
F650,Fetishism,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F650,"","","","",2,ICD-10
F651,Fetishistic transvestism,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F651,"","","","",2,ICD-10
F656,Multiple disorders of sexual preference,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F656,"","","","",2,ICD-10
F658,Other disorders of sexual preference,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F658,"","","","",2,ICD-10
F654,Paedophilia,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F654,"","","","",2,ICD-10
F655,Sadomasochism,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F655,"","","","",2,ICD-10
F653,Voyeurism,mMHP16,Paraphilic disorder,Personality disorders,Personality disorders,mMHPs,F653,"","","","",2,ICD-10
F605,Anankastic personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F605,diagnostic,"","","",2,ICD-10
F606,Anxious [avoidant] personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F606,diagnostic,"","","",2,ICD-10
F607,Dependent personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F607,diagnostic,"","","",2,ICD-10
F602,Dissocial personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F602,diagnostic,"","","",2,ICD-10
F680,Elaboration of physical symptoms for psychological reasons,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F680,diagnostic,"","","",2,ICD-10
F603,Emotionally unstable personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F603,diagnostic,"","","",2,ICD-10
F620,Enduring personality change after catastrophic experience,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F620,diagnostic,"","","",2,ICD-10
F621,Enduring personality change after psychiatric illness,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F621,diagnostic,"","","",2,ICD-10
F629,"Enduring personality change, unspecified",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F629,diagnostic,"","","",2,ICD-10
F62,"Enduring personality changes, not attributable to brain damage and disease",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F62,diagnostic,"","","",2,ICD-10
F639,"Habit and impulse disorder, unspecified",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F639,diagnostic,"","","",2,ICD-10
F63,Habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F63,diagnostic,"","","",2,ICD-10
F604,Histrionic personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F604,diagnostic,"","","",2,ICD-10
F681,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F681,diagnostic,"","","",2,ICD-10
F61,Mixed and other personality disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F61,diagnostic,"","","",2,ICD-10
F070,Organic personality disorder,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F070,diagnostic,"","","",2,ICD-10
F628,Other enduring personality changes,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F628,diagnostic,"","","",2,ICD-10
F638,Other habit and impulse disorders,mMHP16,Personality disorder,Personality disorders,Personality disorders,mMHPs,F638,diagnostic,"","","",2,ICD-10
