code	coding term	Indicator 1	Indicator 2	exclusion_domain	severity	scale	system
M8127	Osteoporosis of disuse	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8128	Osteoporosis of disuse	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8129	Osteoporosis of disuse	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M813	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8130	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8131	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8132	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8133	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8134	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8135	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8136	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8137	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8138	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8139	Postsurgical malabsorption osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M814	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8140	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8141	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8142	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8143	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8144	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8145	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8146	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8147	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8148	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8149	Drug-induced osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M815	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8150	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8151	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8152	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8153	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8154	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8155	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8156	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8157	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8158	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8159	Idiopathic osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M816	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8160	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8161	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8162	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8163	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8164	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8165	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8166	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8167	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8168	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8169	Localized osteoporosis [Lequesne]	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M818	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8180	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8181	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8182	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8183	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8184	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8185	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8186	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8187	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8188	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8189	Other osteoporosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M819	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8190	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8191	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8192	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8193	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8194	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8195	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8196	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8197	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8198	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8199	"Osteoporosis, unspecified"	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M82	Osteoporosis in diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M820	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8200	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8201	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8202	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8203	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8204	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8205	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8206	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8207	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8208	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8209	Osteoporosis in multiple myelomatosis	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M821	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8210	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8211	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8212	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8213	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8214	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8215	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8216	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8217	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8218	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8219	Osteoporosis in endocrine disorders	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M828	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8280	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8281	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8282	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8283	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8284	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8285	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8286	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8287	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8288	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
M8289	Osteoporosis in other diseases classified elsewhere	Osteoporosis	Osteoporosis	Bone disease			ICD-10
277	Osteoporosis	Osteoporosis	Osteoporosis	Bone disease			read
93497	Fragility fracture	Osteoporosis	Osteoporosis	Bone disease			read
3346	Vertebral osteoporosis	Osteoporosis	Osteoporosis	Bone disease			read
9700	Postmenopausal osteoporosis	Osteoporosis	Osteoporosis	Bone disease			read
5841	Collapse of lumbar vertebra due to osteoporosis	Osteoporosis	Osteoporosis	Bone disease			read
4013	Collapse of vertebra due to osteoporosis NOS	Osteoporosis	Osteoporosis	Bone disease			read
39217	Lumbar DXA scan result osteoporotic	Osteoporosis	Osteoporosis	Bone disease			read
42354	Hip DXA scan result osteoporotic	Osteoporosis	Osteoporosis	Bone disease			read
96342	Femoral neck DEXA scan result osteoporotic	Osteoporosis	Osteoporosis	Bone disease			read
36432	Osteoporotic kyphosis	Osteoporosis	Osteoporosis	Bone disease			read
