medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
51501,Transport financial problems,AFE17,Parental financial concerns,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13CF112,"","","",2,3,read
2495,Housebound,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13CA.00,"","","","",2,read
6993,DLA 370 Disability living allowance completed,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9EB4.00,"","","","",2,read
6924,DS 1500 Disability living allowance completed,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9EB5.00,"","","","",2,read
21605,MED3 issued - back to work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D14.00,"","","","",2,read
101188,"MED3 (2010) issued by hand, not fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D19.00,"","","","",2,read
101126,"eMED3 (2010) new statement issued, not fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D15.00,"","","","",2,read
7161,Benefits agency reports fit for work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13JW000,"","","","",2,read
22925,Advice to return to work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,ZG12200,"","","","",2,read
96308,IAPT programme work and social adjustment scale,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,38D8.00,"","","","",2,read
102407,DS1500 Disability living allowance report discussed,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,6743000,"","","","",2,read
102792,Limited capability for work on WCA criteria,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,2JN..00,"","","","",2,read
106253,Fitness for work statement issued,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9l70.00,"","","","",2,read
101127,"eMED3 (2010) new statement issued, may be fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D16.00,"","","","",2,read
108237,Assessment of fitness for work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,38S..00,"","","","",2,read
101758,"MED3 (2010) issued by hand, may be fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D1A.00,"","","","",2,read
106226,Fitness for work record status,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9l7..00,"","","","",2,read
22770,Advice not to work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,ZG13300,"","","","",2,read
25989,Advice to refrain from work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,ZG13311,"","","","",2,read
102550,MED3 (2010) issued - recommend phased return to work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D1E.00,"","","","",2,read
25240,Discussion about activity of daily living,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z4A4200,"","","","",2,read
100978,"eMED3 (2010) duplicate issued, not fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D17.00,"","","","",2,read
60831,Referred by work place,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9N6E.00,"","","","",2,read
46085,Provision of aids to daily living,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z9EH700,"","","","",2,read
61120,Condition made worse by work,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13Jc.00,"","","","",2,read
106313,Fitness for work duplicate statement issued,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9l72.00,"","","","",2,read
102172,"eMED3 (2010) duplicate issued, may be fit for work",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9D18.00,"","","","",2,read
70041,Giving encouragement to perform activity of daily living,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,Z4G1300,"","","","",2,read
Z742,Need for assistance at home and no other household member able to render care,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,"","","","","",2,ICD-10
Z740,Need for assistance due to reduced mobility,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,"","","","","",2,ICD-10
Z741,Need for assistance with personal care,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,"","","","","",2,ICD-10
Z739,"Problem related to life-management difficulty, unspecified",AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,"","","","","",2,ICD-10
16939,FH: Mother unwell,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,12K4.00,"","","","",1,read
18077,FH: Father alive + problem,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,12L2.00,"","","","",1,read
6850,IB74 Incapacity benefit,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG..00,"","","","",3,read
12584,IB113 DLS Incapacity for work form completed,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG1.00,"","","","",3,read
9137,Disability living allowance,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,13OC.00,"","","","",3,read
19253,IB113 DLS Incapacity for work form received,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG3.00,"","","","",3,read
18725,IB113 DLS Incapacity for work form sent,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG2.00,"","","","",3,read
24414,IB74 form received,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG0.00,"","","","",3,read
12212,IB65B form received,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DJ..00,"","","","",3,read
55332,IB113 DLS Incapacity for work form paid,AFE17,Parental problems with daily living/Limited capacity to work,Maternal problems with daily living/limited capacity to work (incl. financial concerns),Vulnerable families,AFE,9DG4.00,"","","","",3,read
11228,Social isolation,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.00,"","","",2,2,read
21146,[V]Problems related to certain psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4J.00,"","","","",3,read
40024,Environmental risk assessment done,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,9Oh0.00,"","","","",3,read
24422,[V]Problems related to social environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4F.00,"","","",2,3,read
2273,[V]Problems related to physical environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4D.00,"","","","",3,read
29650,Poor social circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13Z8100,"","","",2,3,read
30218,Advice relating to social and personal circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZGA..00,"","","","",1,read
68496,[V]Other psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV62.00,"","","",2,3,read
33380,Bonding problems,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,63C2.00,"","","","",1,read
32370,Observations relating to complex and social behaviours,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,1P1..00,"","","","",2,read
54380,[V]Social exclusion and rejection,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZV4F300,"","","","",2,read
44190,Social outcast,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,13HL.12,"","","","",3,read
73644,[X]Other problems related to social environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4900,"","","","",3,read
94753,[X]Problem related to unspecif psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4H00,"","","","",3,read
54674,[X]Other problems related to physical environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4700,"","","","",3,read
102784,[X]Other specif problems rel to psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,ZVu4G00,"","","","",3,read
T75,Effects of other external causes,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z608,Other problems related to social environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z658,Other specified problems related to psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z659,Problem related to unspecified psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z64,Problems related to certain psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z65,Problems related to other psychosocial circumstances,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z60,Problems related to social environment,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
Z604,Social exclusion and rejection,AFE18,Problems related to psychosocial circumstances,Problems related to psychosocial circumstances,Vulnerable families,AFE,"","","","","",3,ICD-10
28103,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Z22A300,"","","","",2,read
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","",2,3,read
108236,Concealed pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,621D.00,"","","",2,2,read
6580,[V]Supervision of high-risk pregnancy due to social problems,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,ZV23800,"","","",2,3,read
106957,Did not attend pertussis vaccination in pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Nif.00,"","","","",2,read
105491,To prevent grave permnt inj physic/mental health preg woman,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea1.00,"","","","",3,read
103683,Referral to teenage pregnancy and parenting support service,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,8Hki.00,"","","","",3,read
98133,Risk life pregnant woman greater than if pregnancy terminatd,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea0.00,"","","","",2,read
104989,Fetus or neonate affected by maternal postnatal depression,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,Q018.00,"","","","",3,read
Z357,Supervision of high-risk pregnancy due to social problems,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","",2,3,ICD-10
Z353,Supervision of pregnancy with history of insufficient antenatal care,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",3,ICD-10
O0971,Supervisionofhighriskpregnancyduetosocialproblemsfirsttrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0972,Supervisionofhighriskpregnancyduetosocialproblemssecondtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0973,Supervisionofhighriskpregnancyduetosocialproblemsthirdtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0970,Supervisionofhighriskpregnancyduetosocialproblemsunspecifiedtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0991,Supervisionofhighriskpregnancyunspecifiedfirsttrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0992,Supervisionofhighriskpregnancyunspecifiedsecondtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0993,Supervisionofhighriskpregnancyunspecifiedthirdtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O0990,Supervisionofhighriskpregnancyunspecifiedunspecifiedtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O09891,Supervisionofotherhighriskpregnanciesfirsttrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O09892,Supervisionofotherhighriskpregnanciessecondtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O09893,Supervisionofotherhighriskpregnanciesthirdtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
O09899,Supervisionofotherhighriskpregnanciesunspecifiedtrimester,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
98492,Failed to make choice and booking hospital appointment - ESA,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9kK3.00,"","","","",2,read
26694,A/N care: poor home conditions,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6251.00,"","","","",2,read
35509,A/N care: precious pregnancy,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,624..00,"","","","",2,read
23438,Risk factors in pregnancy NOS,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,L2z..00,"","","","",2,read
31449,No A/N care: not known preg.,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6294.00,"","","","",2,read
31250,A/N care: primip. < 17 years,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6283.00,"","","",2,2,read
31250,A/N care: primip. < 17 years,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6283.00,"","","","",2,read
33009,A/N care: H/O child abuse,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6254.00,"","","","",2,read
52044,A/N care: poor A/N attender,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,6252.00,"","","","",2,read
25230,Less 24 wk involv risk injury physic/mentl health preg woman,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea2.00,"","","",2,2,read
44256,Unborn child at risk physi/ment abnormal serious handicap,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea4.00,"","","","",2,read
71591,Baby misc. 'at-risk' factors,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,63C..00,"","","","",2,read
73456,Baby 'at-risk' factors NOS,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,63CZ.00,"","","","",2,read
55618,[V]Supervisn/pregnancy wth history insufficnt antenatal care,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,ZV23600,"","","","",2,read
104211,Lss 24 wk inv risk inj phys/men hlth ext child preg wom fmly,AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,9Ea3.00,"","","","",2,read
99849,"Antenatal screening, at risk couple identified",AFE2,High-risk antenatal presentation,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,68bA.00,"","","","",2,read
Z356,Supervision of very young primigravida,AFE2,Supervision of very young primigravida,"High-risk antenatal presentation, psychosocial NOS",Antenatal care & health visiting concerns,AFE,"","","","","",2,ICD-10
1748,Suction termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08400,"","",Within pregnancy period of born child,"",2,read
2278,Requests pregnancy termination,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8M6..00,"","",Within pregnancy period of born child,"",2,read
2187,Legally induced abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..00,"","",Within pregnancy period of born child,"",2,read
7413,Spontaneous abortion incomplete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041.00,"","",Within pregnancy period of born child,"",2,read
9407,Abortion counselling,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,6776.11,"","",Within pregnancy period of born child,"",2,read
7817,Spontaneous abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L042.00,"","",Within pregnancy period of born child,"",2,read
15033,[V]Other unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,ZV61900,"","","","",1,read
4708,Dilation and curettage removal of missed abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08800,"","",Within pregnancy period of born child,"",2,read
11989,Referral for termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8HHV.00,"","",Within pregnancy period of born child,"",2,read
1439,Unspecified abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07..00,"","",Within pregnancy period of born child,"",2,read
20933,Preg. termination counselling,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,6776.00,"","",Within pregnancy period of born child,"",2,read
1886,Unspecified abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L072.00,"","",Within pregnancy period of born child,"",2,read
4516,H/O: abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,1543.00,"","",Within pregnancy period of born child,"",2,read
8173,Inevitable abortion unspecified,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L043.00,"","",Within pregnancy period of born child,"",2,read
7114,Inevitable abortion incomplete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L044.00,"","",Within pregnancy period of born child,"",2,read
49849,Surgical abortion - complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.12,"","",Within pregnancy period of born child,"",2,read
41379,Medical abortion - complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.11,"","",Within pregnancy period of born child,"",2,read
33770,Legally induced abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05z.00,"","",Within pregnancy period of born child,"",2,read
21438,Vacuum termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E08411,"","",Within pregnancy period of born child,"",2,read
32073,Pregnancy with abortive outcome,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L0...00,"","",Within pregnancy period of born child,"",2,read
34182,H/O: medical termination of pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,1547.00,"","",Within pregnancy period of born child,"",2,read
33501,Inevitable abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L045.00,"","",Within pregnancy period of born child,"",2,read
8996,"Readmis for retain products of concept, spontaneous abortion",AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L097000,"","",Within pregnancy period of born child,"",2,read
29940,Complete spontaneous abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L042z00,"","",Within pregnancy period of born child,"",2,read
47298,Legal abortion complete,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052.00,"","",Within pregnancy period of born child,"",2,read
30098,HSA1- form signed,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,9562.00,"","",Within pregnancy period of born child,"",2,read
16384,Curettage of uterus for termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07113,"","",Within pregnancy period of born child,"",2,read
60771,Elective abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L05..11,"","",Within pregnancy period of born child,"",2,read
23693,"Readmission for retained produc of concept, legal abortion",AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L097100,"","",Within pregnancy period of born child,"",2,read
56822,Legal abortion unspecified,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L050.00,"","",Within pregnancy period of born child,"",2,read
30326,Endometritis following abortive pregnancy,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L090000,"","",Within pregnancy period of born child,"",2,read
50421,Unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,Z22A900,"","","","",1,read
30276,Retained products after spontaneous abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L041z11,"","",Within pregnancy period of born child,"",2,read
50612,Complete legal abortion with no mention of complication,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L052y00,"","",Within pregnancy period of born child,"",2,read
102494,Self referral to termination of pregnancy service,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Hh3.00,"","",Within pregnancy period of born child,"",2,read
45862,Curettage of uterus for termination of pregnancy NEC,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,7E07114,"","",Within pregnancy period of born child,"",2,read
102635,Pregnancy termination care,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,8Cg..00,"","",Within pregnancy period of born child,"",2,read
105778,At risk of unwanted pregnancy,AFE3,Unwanted/concealed pregnancy,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,14Og.00,"","","","",1,read
58137,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L07z.00,"","",Within pregnancy period of born child,"",2,read
56224,Unspecified abortion NOS,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,L070z00,"","",Within pregnancy period of born child,"",2,read
O045,Medical abortion,AFE3,Abortion,Unwanted/concealed pregnancy incl. attempted abortion of the current child,Antenatal care & health visiting concerns,AFE,"","","",Within pregnancy period of born child,"",2,ICD-10
