Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
6595,Cause of overdose - deliberate,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TK...11,Severe,"","","",2,read
24315,FP10(MDA) issued,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B23.12,Severe,"","","",2,read
697,[X]Deliberate drug overdose / other poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U20..11,Severe,"","","",2,read
9273,Substance abuse counselling,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z416.00,Severe,"","","",2,read
3844,Drug withdrawal syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E020.00,Severe,"","","",2,read
1493,Cause of overdose - accidental,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T8...11,Severe,"","","",2,read
4564,[X]Heroin addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11212,Severe,"","","",2,read
4701,H/O: drug dependency,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1463.00,Severe,"","","",2,read
9096,Under care of community drug team,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9NN1.00,Severe,"","","",2,read
31213,Substance misuse monitoring,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC..00,Severe,"","","",2,read
9948,Seen in drug rehabilitation centre,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9N0Z.00,Severe,"","","",2,read
3222,Detoxification dependence drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BA9.00,Severe,"","","",2,read
16374,Methadone dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240.12,Severe,"","","",2,read
12651,H/O: drug abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,146F.00,Severe,"","","",2,read
8463,[V]Drug abuse counselling and surveillance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZV6D700,Severe,"","","",2,read
98221,Seen in substance misuse clinic,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9No5.00,Severe,"","","",2,read
30694,Drug addiction maintenance therapy - methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2P.00,Severe,"","","",2,read
10538,[X]Drug addiction - opioids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11211,Severe,"","","",2,read
18379,[X]Overdose - paracetamol,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U200.11,Severe,"","","",2,read
8284,Cannabis type drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243.00,Severe,"","","",2,read
72663,Substance misuse clinical management plan reviewed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC3.00,Severe,"","","",2,read
54356,Drug abuse monitoring,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8AA..00,Severe,"","","",2,read
29446,Drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E24z.00,Severe,"","","",2,read
28971,FH: Drug dependency,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1283.00,Severe,"","","",2,read
24441,Opioid drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240z00,Severe,"","","",2,read
82471,H/O cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T5..00,Severe,"","","",2,read
11708,Overdose of biological substance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL...14,Severe,"","","",2,read
28976,Drug addiction detoxification therapy - methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2N.00,Severe,"","","",2,read
11840,Cocaine type drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242.00,Severe,"","","",2,read
22186,Amphetamine or other psychostimulant dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244.00,Severe,"","","",2,read
45550,Substance misuse clinical management plan agreed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC2.00,Severe,"","","",2,read
9024,Drug dependence therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B23.13,Severe,"","","",2,read
30750,Delivery of rehabilitation for drug addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,7P22000,Severe,"","","",2,read
12856,Referral to drug abuse counsellor,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8H7x.00,Severe,"","","",2,read
22079,Injecting drug user,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13c0.00,Severe,"","","",2,read
34398,Drug misuse - enhanced services administration,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k5..00,Severe,"","","",2,read
30598,Opiate dependence detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BAd.00,Severe,"","","",2,read
86036,H/O opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TD..00,Severe,"","","",2,read
96925,Heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V65.00,Severe,"","","",2,read
82479,H/O heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T0..00,Severe,"","","",2,read
86754,H/O daily cannabis misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T80.00,Severe,"","","",2,read
13568,H/O: repeated overdose,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,14K0.00,Severe,"","","",2,read
85096,H/O amphetamine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T4..00,Severe,"","","",2,read
16256,Drug psychoses,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02..00,Severe,"","","",2,read
26002,Drug psychosis NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02z.00,Severe,"","","",2,read
30465,DNA - Did not attend substance misuse clinic,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9N4i.00,Severe,"","","",2,read
9615,[X]Drug addiction NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19211,Severe,"","","",2,read
99775,Intentional overdose of prescription only medication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,14K1.00,Severe,"","","",2,read
29017,Drug rehabilitation,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8FB..00,Severe,"","","",2,read
30550,Never injecting drug user,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13c2.00,Severe,"","","",2,read
11746,[X]Drug addiction - cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14211,Severe,"","","",2,read
28422,[V]Drug rehabilitation,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,ZV57B00,Severe,"","","",2,read
7234,Suspected abuse hard drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1J11.00,Severe,"","","",2,read
29728,Drug addiction notification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G2..00,Severe,"","","",2,read
28766,Persistent substance misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13cH.00,Severe,"","","",2,read
26686,Neonatal Abstinence Syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q485200,Severe,"","","",2,read
28710,[X]Overdose - heroin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U205.11,Severe,"","","",2,read
30614,Drug detoxification programme completed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8FB0.00,Severe,"","","",2,read
25527,"[X]Cold turkey, opiate withdrawal",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11311,Severe,"","","",2,read
11842,Referral to community drug dependency team,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8HHL.00,Severe,"","","",2,read
97586,Shared care drug misuse treatment - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k51.00,Severe,"","","",2,read
43487,Drug addiction maintenance therapy - buprenorphine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2Q.00,Severe,"","","",2,read
21877,FH: Drug addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1283.11,Severe,"","","",2,read
30565,Failed heroin detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,146C.00,Severe,"","","",2,read
34249,[X]Mental and behav dis due to use opioids: dependence syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11200,Severe,"","","",2,read
62490,Drug misuse - enhanced service completed,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k50.00,Severe,"","","",2,read
97229,High risk drug monitoring three monthly review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BS1.00,Severe,"","","",2,read
12628,Drug-induced paranoid state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E021000,Severe,"","","",2,read
10655,[X]Mental and behavioural disorders due to use cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12.00,Severe,"","","",2,read
86035,H/O crack cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T6..00,Severe,"","","",2,read
107355,Seen in drug misuse clinic,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9N1yJ00,Severe,"","","",2,read
103643,Suspected drug overdose,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1JP..00,Severe,"","","",2,read
14809,"Combined drug dependence, excluding opioids",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E249.00,Severe,"","","",2,read
21087,Ecstasy type drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E24A.00,Severe,"","","",2,read
24616,"Cannabis dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243000,Severe,"","","",2,read
43075,Continuous opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240100,Severe,"","","",2,read
16907,[X]Deliberate drug poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U30..11,Severe,"","","",2,read
97676,Drug misuse treatment primary care - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k52.00,Severe,"","","",2,read
30205,[D]Drug induced hyperglycaemia,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,R10C.00,Severe,"","","",2,read
29861,[X]Overdose - aspirin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U200.13,Severe,"","","",2,read
37544,Ecstasy poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL97200,Severe,"","","",2,read
84413,Referral to drugs worker,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8Hl6.00,Severe,"","","",2,read
22103,Drug-induced personality disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02y400,Severe,"","","",2,read
34504,Newborn drug withdrawal syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q485.00,Severe,"","","",2,read
22059,Morphine dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240.13,Severe,"","","",2,read
30679,Drug dependence home detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BAX.00,Severe,"","","",2,read
30311,Neonat withdrawal symptom from mat use of drug of addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Q485000,Severe,"","",2,2,read
30034,[X]Mental and behavioural disorders due to psychoactive subs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu1..00,Severe,"","","",2,read
26061,Combined opioid with other drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E248.00,Severe,"","","",2,read
85097,H/O methadone misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T1..00,Severe,"","","",2,read
41413,Adverse reaction to opiates or related narcotics NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TJ52z00,Severe,"","","",2,read
33462,Cannabis drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243z00,Severe,"","","",2,read
30481,[X]Abuse of non-dependence-producing substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu55.00,Severe,"","","",2,read
28642,Substance misuse increased,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,13c5.00,Severe,"","","",2,read
20026,Drug-induced hallucinosis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E021100,Severe,"","","",2,read
100178,Admission to substance misuse detoxification centre,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8Hq..00,Severe,"","","",2,read
85095,Referral to drugs therapist,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8Hl5.00,Severe,"","","",2,read
8870,Maternal drug abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,63C6.00,Severe,"","","",2,read
10656,[X]Men & behav disorder multiple drug use/psychoactive subst,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19.00,Severe,"","","",2,read
65927,Drug addict-notify local SMR22,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G24.00,Severe,"","","",2,read
97031,Ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1V66.00,Severe,"","","",2,read
86002,H/O daily heroin misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T00.00,Severe,"","","",2,read
20458,Heroin poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50100,Severe,"","","",2,read
45748,[X]Overdose - diazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.12,Severe,"","","",2,read
60355,Methadone maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z1Q6200,Severe,"","","",2,read
47335,[X]Mental and behavioural disorders due to use of opioids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11.00,Severe,"","","",2,read
42923,"Cannabis dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243100,Severe,"","","",2,read
51052,Drug addiction detoxification therapy - buprenorphine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2R.00,Severe,"","","",2,read
25808,"Cocaine dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242000,Severe,"","","",2,read
100723,Substitute prescribing,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z1Q6.00,Severe,"","","",2,read
25646,Amphetamine or psychostimulant dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244z00,Severe,"","","",2,read
93850,Referral to substance misuse service,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8HkF.00,Severe,"","","",2,read
32804,Opium dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240.14,Severe,"","","",2,read
106397,Seen by community drug team,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9Nlb.00,Severe,"","","",2,read
31605,[X]Accident poisoning/exposure to alcohol,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U1A9.00,Severe,"","","",2,read
98566,Pharmacy attended for drug misuse - enhanced services admin,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k53.00,Severe,"","","",2,read
18382,Drug-induced Cushings syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,C150111,Severe,"","","",2,read
32760,Opiate poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50.12,Severe,"","","",2,read
38034,Unspecified opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240000,Severe,"","","",2,read
46280,[X]Overdose - antidepressant,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U204.11,Severe,"","","",2,read
33942,Cocaine drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242z00,Severe,"","","",2,read
32052,[X]Mental and behavioural disorders due to use of cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu14.00,Severe,"","","",2,read
37316,Marihuana dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243.13,Severe,"","","",2,read
85091,H/O daily cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T50.00,Severe,"","","",2,read
37472,"Amphetamine or psychostimulant dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244000,Severe,"","","",2,read
86041,Uses heroin on top of substitution therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TE..00,Severe,"","","",2,read
14415,Urine methadone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,46QB.00,Severe,"","","",2,read
44886,[X]Overdose - ibuprofen,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U200.12,Severe,"","","",2,read
31754,Amfetamine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL97000,Severe,"","","",2,read
90109,H/O weekly cocaine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T51.00,Severe,"","","",2,read
51197,Other specified drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247.00,Severe,"","","",2,read
29783,Drug-induced delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02y000,Severe,"","","",2,read
38429,[X]Mental & behav dis due to cannabinoids: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12500,Severe,"","","",2,read
36231,Cannabis poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL96000,Severe,"","","",2,read
15876,Pathological drug intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E022.00,Severe,"","","",2,read
27960,Opioid dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240300,Severe,"","","",2,read
48324,[X]Overdose - benzodiazepine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.16,Severe,"","","",2,read
51381,[X]Overdose - temazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.13,Severe,"","","",2,read
32653,Drug dependence self detoxification,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BAW.00,Severe,"","","",2,read
21683,LSD dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E245.11,Severe,"","","",2,read
25684,Poisoning undetermined - accidentally or purposely inflicted,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,TN...11,Severe,"","",2,2,read
30049,Accidental poisoning from mushrooms,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T955000,Severe,"","","",2,read
24379,[X]Abuse of steroids or hormones,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu55.13,Severe,"","","",2,read
34703,[X]Overdose - amitriptyline,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U204.12,Severe,"","","",2,read
20962,Episodic opioid dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E240200,Severe,"","","",2,read
101724,H/O major tranquilliser misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TB..00,Severe,"","","",2,read
56504,[X]Mental and behav dis due to cannabinoids: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12200,Severe,"","","",2,read
45997,Drug-induced paranoia or hallucinatory states,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E021.00,Severe,"","","",2,read
91939,Substance misuse treatment withdrawn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9HC4.00,Severe,"","","",2,read
88760,H/O daily opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1TD0.00,Severe,"","","",2,read
10859,Cocaine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL85000,Severe,"","","",2,read
90664,H/O daily amphetamine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1T40.00,Severe,"","","",2,read
98927,High risk drug monitoring six monthly review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8BS2.00,Severe,"","","",2,read
55415,Accidental poisoning by alcohol NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T90z.00,Severe,"","","",2,read
58743,Drug addiction notif NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G2Z.00,Severe,"","","",2,read
24637,[X]Ment/behav dis mlti drug use/oth psyc sbs: psychotc dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19500,Severe,"","","",2,read
46244,Drug-induced depressive state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02y300,Severe,"","","",2,read
36241,[X]Mental and behav dis due to use opioids: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu11300,Severe,"","","",2,read
55395,[X]Overdose - sleeping tabs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,U202.11,Severe,"","","",2,read
44330,[X]Mental and behav dis due to seds/hypntcs: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu13200,Severe,"","","",2,read
42921,Drug withdrawal regime,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Z192100,Severe,"","","",2,read
31736,[X]Mental & behav disorders due to use of volatile solvents,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18.00,Severe,"","","",2,read
25748,"Cocaine dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E242100,Severe,"","","",2,read
26313,Craving for drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,1P6..00,Severe,"","","",2,read
40781,Other specified drug dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E247z00,Severe,"","","",2,read
93980,Opioid agonist substitution therapy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,8B2S.00,Severe,"","","",2,read
33585,[X]Drug addiction - solvent,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu18211,Severe,"","","",2,read
27579,Accidental poisoning by amphetamine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,T842000,Severe,"","","",2,read
43296,Hypnotic or anxiolytic abuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E254.12,Severe,"","","",2,read
96149,Paternal drug misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,12X2.00,Severe,"","","",2,read
50343,[X]Mental and behav dis due to use cannabinoids: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu12100,Severe,"","","",2,read
51135,Other drug psychoses,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E02y.00,Severe,"","","",2,read
45208,[X]Mental and behav dis mlti/oth psych sbs: dependence syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,Eu19200,Severe,"","","",2,read
38360,"Amphetamine or psychostimulant dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E244100,Severe,"","","",2,read
40317,Methadone poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,SL50200,Severe,"","","",2,read
24849,Drug addict notific to CMO,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9G21.00,Severe,"","","",2,read
52794,"Cannabis dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,E243200,Severe,"","","",2,read
103241,Shared care drug misuse treatment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,9k51.11,Severe,"","","",2,read
