Code,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
Y085,Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y085,Trade and service area,"","","",1,ICD-10
X875,Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X875,Trade and service area,"","","",1,ICD-10
Y015,Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y015,Trade and service area,"","","",1,ICD-10
Y025,Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y025,Trade and service area,"","","",1,ICD-10
X995,Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X995,Trade and service area,"","","",1,ICD-10
X985,"Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X985,Trade and service area,"","","",1,ICD-10
X905,Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X905,Trade and service area,"","","",1,ICD-10
Y095,Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y095,Trade and service area,"","","",1,ICD-10
Y055,Sexual assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y055,Trade and service area,"","","",1,ICD-10
Y009,Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y009,Unspecified place,"","","",1,ICD-10
Y049,Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y049,Unspecified place,"","","",1,ICD-10
X869,Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X869,Unspecified place,"","","",1,ICD-10
X929,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X929,Unspecified place,"","","",1,ICD-10
X859,"Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X859,Unspecified place,"","","",1,ICD-10
X969,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X969,Unspecified place,"","","",1,ICD-10
X889,Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X889,Unspecified place,"","","",1,ICD-10
X939,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X939,Unspecified place,"","","",1,ICD-10
X919,"Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X919,Unspecified place,"","","",1,ICD-10
X959,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X959,Unspecified place,"","","",1,ICD-10
X899,Assault by other specified chemicals and noxious substances,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X899,Unspecified place,"","","",1,ICD-10
Y089,Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y089,Unspecified place,"","","",1,ICD-10
X879,Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X879,Unspecified place,"","","",1,ICD-10
Y019,Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y019,Unspecified place,"","","",1,ICD-10
Y029,Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y029,Unspecified place,"","","",1,ICD-10
X949,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X949,Unspecified place,"","","",1,ICD-10
X999,Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X999,Unspecified place,"","","",1,ICD-10
X979,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X979,Unspecified place,"","","",1,ICD-10
X989,"Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X989,Unspecified place,"","","",1,ICD-10
X909,Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X909,Unspecified place,"","","",1,ICD-10
Y099,Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y099,Unspecified place,"","","",1,ICD-10
Y00,Assault by blunt object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y00,"","","","",1,ICD-10
Y04,Assault by bodily force,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y04,"","","","",1,ICD-10
X86,Assault by corrosive substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X86,"","","","",1,ICD-10
Y03,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y03,"","","","",1,ICD-10
Y030,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y030,"","","","",1,ICD-10
Y031,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y031,"","","","",1,ICD-10
Y032,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y032,"","","","",1,ICD-10
Y033,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y033,"","","","",1,ICD-10
Y034,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y034,"","","","",1,ICD-10
Y035,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y035,"","","","",1,ICD-10
Y036,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y036,"","","","",1,ICD-10
Y037,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y037,"","","","",1,ICD-10
Y038,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y038,"","","","",1,ICD-10
Y039,Assault by crashing of motor vehicle,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y039,"","","","",1,ICD-10
X92,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X92,"","","","",1,ICD-10
X924,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X924,"","","","",1,ICD-10
X925,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X925,"","","","",1,ICD-10
X926,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X926,"","","","",1,ICD-10
X927,Assault by drowning and submersion,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X927,"","","","",1,ICD-10
X85,"Assault by drugs, medicaments and biological substances",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X85,"","","","",1,ICD-10
X96,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X96,"","","","",1,ICD-10
X963,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X963,"","","","",1,ICD-10
X964,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X964,"","","","",1,ICD-10
X965,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X965,"","","","",1,ICD-10
X966,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X966,"","","","",1,ICD-10
X967,Assault by explosive material,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X967,"","","","",1,ICD-10
X88,Assault by gases and vapours,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X88,"","","","",1,ICD-10
X93,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X93,"","","","",1,ICD-10
X932,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X932,"","","","",1,ICD-10
X933,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X933,"","","","",1,ICD-10
X934,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X934,"","","","",1,ICD-10
X935,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X935,"","","","",1,ICD-10
X936,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X936,"","","","",1,ICD-10
X937,Assault by handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X937,"","","","",1,ICD-10
X91,"Assault by hanging, strangulation and suffocation",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X91,"","","","",1,ICD-10
X95,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X95,"","","","",1,ICD-10
X952,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X952,"","","","",1,ICD-10
X953,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X953,"","","","",1,ICD-10
X955,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X955,"","","","",1,ICD-10
X956,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X956,"","","","",1,ICD-10
X957,Assault by other and unspecified firearm discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X957,"","","","",1,ICD-10
X89,Assault by other specified chemicals and noxious substances,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X89,"","","","",1,ICD-10
Y08,Assault by other specified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y08,"","","","",1,ICD-10
X87,Assault by pesticides,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X87,"","","","",1,ICD-10
Y01,Assault by pushing from high place,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y01,"","","","",1,ICD-10
Y02,Assault by pushing or placing victim before moving object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y02,"","","","",1,ICD-10
X94,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X94,"","","","",1,ICD-10
X942,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X942,"","","","",1,ICD-10
X943,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X943,"","","","",1,ICD-10
X944,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X944,"","","","",1,ICD-10
X945,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X945,"","","","",1,ICD-10
X946,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X946,"","","","",1,ICD-10
X947,"Assault by rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X947,"","","","",1,ICD-10
X99,Assault by sharp object,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X99,"","","","",1,ICD-10
X97,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X97,"","","","",1,ICD-10
X972,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X972,"","","","",1,ICD-10
X973,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X973,"","","","",1,ICD-10
X974,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X974,"","","","",1,ICD-10
X975,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X975,"","","","",1,ICD-10
X976,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X976,"","","","",1,ICD-10
X977,"Assault by smoke, fire and flames",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X977,"","","","",1,ICD-10
X98,"Assault by steam, hot vapours and hot objects",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X98,"","","","",1,ICD-10
X90,Assault by unspecified chemical or noxious substance,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,X90,"","","","",1,ICD-10
Y09,Assault by unspecified means,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y09,"","","","",1,ICD-10
W34,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W34,"","","","",1,ICD-10
W345,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W345,"","","","",1,ICD-10
W347,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W347,"","","","",1,ICD-10
W348,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W348,"","","","",1,ICD-10
W349,Discharge from other and unspecified firearms,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W349,"","","","",1,ICD-10
W32,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W32,"","","","",1,ICD-10
W320,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W320,"","","","",1,ICD-10
W322,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W322,"","","","",1,ICD-10
W324,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W324,"","","","",1,ICD-10
W327,Handgun discharge,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W327,"","","","",1,ICD-10
R456,Physical violence,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,R456,"","","","",1,ICD-10
W33,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W33,"","","","",1,ICD-10
W330,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W330,"","","","",1,ICD-10
W332,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W332,"","","","",1,ICD-10
W333,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W333,"","","","",1,ICD-10
W334,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W334,"","","","",1,ICD-10
W335,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W335,"","","","",1,ICD-10
W336,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W336,"","","","",1,ICD-10
W337,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W337,"","","","",1,ICD-10
W338,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W338,"","","","",1,ICD-10
W339,"Rifle, shotgun and larger firearm discharge",CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,W339,"","","","",1,ICD-10
Y871,Sequelae of assault,CM7,"Assault NOS, CM","Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y871,"","","","",1,ICD-10
S223,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S223,"","","",2,1,ICD-10
S2230,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2230,"","","","",1,ICD-10
S2231,Fracture of rib,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2231,"","","","",1,ICD-10
S22,"Fracture of rib(s), sternum and thoracic spine",CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S22,"","","","",1,ICD-10
S224,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S224,"","","",2,1,ICD-10
S2240,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2240,"","","","",1,ICD-10
S2241,Multiple fractures of ribs,CM7,Fracture - ribs,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,S2241,"","","","",1,ICD-10
Y050,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y050,Home,"","","",1,ICD-10
Y058,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y058,Other specified places,"","","",1,ICD-10
Y051,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y051,Residential institution,"","","",1,ICD-10
Y059,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y059,Unspecified place,"","","",1,ICD-10
Z044,Examination and observation following alleged rape and seduction,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z044,"","","","",1,ICD-10
Z045,Examination and observation following other inflicted injury,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z045,"","","","",1,ICD-10
Z616,Problems related to alleged physical abuse of child,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Z616,"","","","",1,ICD-10
Y05,Sexual assault by bodily force,CM7,Physical or sexual abuse,"Child assaulted NOS (incl. physical/sexual abuse, rib fractures)",Suspected CM,CM,Y05,"","","","",1,ICD-10
S301,Contusion of abdominal wall,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S301,"","","","",1,ICD-10
S500,Contusion of elbow,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S500,"","","","",1,ICD-10
S300,Contusion of lower back and pelvis,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S300,"","","","",1,ICD-10
S501,Contusion of other and unspecified parts of forearm,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S501,"","","","",1,ICD-10
S801,Contusion of other and unspecified parts of lower leg,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S801,"","","","",1,ICD-10
S701,Contusion of thigh,HPRCM1,Bruising & contusions,Bruising & contusions,Child Injuries,HRP-CM,S701,"","","","",1,ICD-10
S007,Multiple superficial injuries of head,HPRCM2,Superficial head injuries,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S007,"","","",2,1,ICD-10
S009,"Superficial injury of head, part unspecified",HPRCM2,Superficial head injuries,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S009,"","","","",1,ICD-10
S008,Superficial injury of other parts of head,HPRCM2,Superficial head injuries,"Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S008,"","","","",1,ICD-10
S307,"Multiple superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S307,"","","","",1,ICD-10
S507,Multiple superficial injuries of forearm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S507,"","","","",1,ICD-10
S707,Multiple superficial injuries of hip and thigh,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S707,"","","","",1,ICD-10
S807,Multiple superficial injuries of lower leg,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S807,"","","","",1,ICD-10
S107,Multiple superficial injuries of neck,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S107,"","","","",1,ICD-10
S407,Multiple superficial injuries of shoulder and upper arm,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S407,"","","","",1,ICD-10
S607,Multiple superficial injuries of wrist and hand,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S607,"","","","",1,ICD-10
T009,"Multiple superficial injuries, unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,T009,"","","","",1,ICD-10
S308,"Other superficial injuries of abdomen, lower back and pelvis",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S308,"","","","",1,ICD-10
T003,Superficial injuries involving multiple regions of lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,T003,"","","","",1,ICD-10
T002,Superficial injuries involving multiple regions of upper limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,T002,"","","","",1,ICD-10
T006,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,T006,"","","","",1,ICD-10
S309,"Superficial injury of abdomen, lower back and pelvis, part unspecified",HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S309,"","","","",1,ICD-10
S004,Superficial injury of ear,HPRCM2,"Lacerations, scars and abrasions - body NOS","Superficial injuries of head, neck or multiple body parts",Child Injuries,HRP-CM,S004,"","","","",1,ICD-10
