medcode,Coding_term,Indicator_code,Indicator_specific,Indicator_1,Indicator_2,Domain,readcode_gemscript,Severity,cut_off,scale,Reference_std,individual,system
44131,[X]Men & beh dis due seds/hypns: withdrwl state wth delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
56948,[X]Men/beh dis mlt drg use/oth subs: resid/late psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93407,[X]Mental and behav dis due to use seds/hypntcs: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
49879,[X]Mental/behav dis oth stims inc caffeine: psychotic dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
48760,[X]Mnt/behav dis other stimlnts inc caffeine: withdrwl state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
53139,Accidental poisoning by other alcohols,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
66744,Accidental poisoning by tranquillisers NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
60985,Drug dependence home detoxification contraindicated,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
52712,[X]Int self poison/exposure to narcotic drug at home,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
64308,[X]Men/behav dis due to use cannabinoids: oth men/behav disd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
50136,[X]Mental & behav dis due vol solvents: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
52815,[X]Mental and behav dis due to vol solvents: dependence synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
57574,[X]Mnt/bh dis due cannabinds: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
67876,Accidental poisoning by other sedatives and hypnotics OS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
53678,"Combined drug dependence, excluding opioid, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
109730,Drug addiction maintenance therapy - naltrexone,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
64430,Fetus/neonate affected-plac./breast transfer addictive drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
72893,Unspecified opium poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
57414,[X]Accident poisoning/exposure to psychotropic drug,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
72712,[X]Ment/behav dis due to use oth stims inc caff: harmful use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
92359,H/O weekly ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
52739,[X]Men & behav dis due to use opioids: oth men & behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
62013,Accidental poisoning- benzodiazepine-based tranquilliser NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
101377,H/O weekly opiate misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
65229,[X]Accident poisoning/exposure to hallucinogen,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
60420,[X]Ment behav dis due use crack cocaine: acute intoxication,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
69138,[X]Mental & behav dis due to seds/hypntcs: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
59163,[X]Mnt/bh dis oth stm inc caffne resid/late-onset psycht dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102440,Amfetamine or psychostimulant dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102176,Amphetamine poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
55767,Drug induced myelopathy,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
105910,Drug-induced acute pancreatitis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93774,H/O weekly benzodiazepine misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
68150,Hallucinogen dependence NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
73448,"Hallucinogen dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
72564,"Other specified drug dependence, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
49557,Psychotropic agent poisoning NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
103726,Shares drug equipment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
27652,[X]Men & beh dis due opioids: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
92291,[X]Ment/behav dis due use hallucinogens: unsp ment/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
71761,CAAP - Cocaine abuse assessment profile,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
72342,"Combined drug dependence, excluding opioid, NOS",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
91260,"Combined drug dependence, excluding opioid, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
92353,"Hallucinogen dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
72371,Lysergic acid diethylamide dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93009,[X]Men/beh dis mlt drg use/oth psy sbs: oth men & behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
65826,[X]Mental and behav dis due to hallucinogens: dependence syn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97561,[X]Mental and behav dis due to use cannabinoids: amnesic syn,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102582,[X]Mental behav disorders due use crack cocaine: depend synd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
94725,[X]Overdose - amobarbital,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
99842,Accidental poisoning by opium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
109077,"Amfetamine or psychostimulant dependence, unspecified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
62717,"Combined drug dependence, excluding opioid, episodic",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
53307,Drug induced methaemoglobinaemia,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
98362,Drug misuse assessment declined - enhanced services administ,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
95380,H/O daily ecstasy misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
71086,"Hallucinogen dependence, continuous",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
68796,Hypnotic poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
96009,Substance misuse treatment declined,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97488,[X]Men & behav dis due opioid: withdrawl state with delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
56179,[X]Mental and behav dis due hallucinogens: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
55566,"[X]Poisoning by other analgesics, not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
108575,[X]Poisoning by other opioids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
63420,Accidental poisoning by other tranquillisers,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
66791,Accidental poisoning by psychotropic agents NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
107084,Accidental poisoning by tear gas,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
93528,H/O daily major tranquilliser misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
70578,Hallucinogen dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
23712,Hemp dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
98763,SMR25a drug misuse initial assessment form,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
105789,[D]Drug-induced fever,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
65845,[X]Accident poisoning by and exposure to amphetamine - home,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
99011,[X]Intent self poison psychotropic drug at res institut,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
91577,[X]Ment behav dis due crack cocaine: unsp ment and behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
56650,[X]Ment/beh dis oth stims inc caffeine: unsp ment/behav disd,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
101738,[X]Mental behav disord due crack cocaine: withdrawal state,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
105346,[X]Mnt/bh dis due hallucngns: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
105104,Chases the dragon,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
52451,Combined opioid with other drug dependence in remission,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
109966,Drug addiction maintenance therapy - lofexidine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
63379,Drug dependence during pregnancy - baby delivered,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
96004,Drug dependence during pregnancy/childbirth/puerperium NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
103881,H/O daily anti-depressant misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
110232,On substance misuse programme,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
64500,Pregnancy and drug dependence,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
37883,Psilocybin poisoning,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
97811,Sharing of drug injecting equipment,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
110260,Substance misuse monitoring 6 month review,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
101571,SUDDS - Substance use disorder diagnostic schedule,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
107854,Urine cocaine positive,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
109871,[X] Adverse reaction to cocaine,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
95849,[X]Accid poison/expos to narcotic drug unspecif place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102591,[X]Men & beh dis due cocaine: resid & late-onset psychot dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
111865,[X]Men/behav dis due to use hallucinogens: oth men/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
49068,[X]Ment/behav dis due use vol solvents: unsp ment/behav dis,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
98618,[X]Mental & behav dis due to vol solvents: psychotic disordr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
67491,[X]Mental and behav dis due to use hallucinogens: harmfl use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
103991,[X]Mental and behav dis due to use opioids: amnesic syndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
65950,[X]Mnt/bh dis mlti drg use/oth psy sbs: wthdr state + dlrium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
111420,[X]Overdose - flurazepam,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
67717,[X]Pois/exp ?intent to hallucinogen other spec place,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
70900,"Combined drug dependence, excluding opioid, in remission",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102534,Dexamphetamine maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
69963,Drug addict re-notific due,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
56697,Fetus and newborn afect by mat use of nutritional chem subs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
100578,Fetus with drug damage with antenatal problem,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
99010,Hallucinogen poisoning NOS,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
100935,Health problem secondary to drug misuse,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
95460,Heroin maintenance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
94242,"Injury ?accidental, poisoning by liquid petrol gas",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
110312,Irresistible craving for drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
101697,Notified addict,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
62106,[X]Men & beh dis vol solvents: withdrawal state wth delirium,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
102475,[X]Mental behav disord due crack cocaine: psychotic disorder,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
106958,[X]Mental/behav dis multi drg use/oth psy sbs: amnesic syndr,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
109265,Urine cocaine concentration,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,read
X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X420,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","",2,2,ICD-10
X421,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","",2,2,ICD-10
X422,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X423,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X424,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X425,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X426,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X427,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X428,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X429,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X440,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X430,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
p_U521,Delivery of rehabilitation for drug addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,OPCS-4
Z715,Drug abuse counselling and surveillance,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
Z503,Drug rehabilitation,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
Z722,Drug use,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
E242,DruginducedCushingsyndrome,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-9
P044,Fetus and newborn affected by maternal use of drugs of addiction,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
R782,Finding of cocaine in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
R783,Finding of hallucinogen in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
R781,Finding of opiate drug in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
R784,Finding of other drugs of addictive potential in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
R785,Finding of psychotropic drug in blood,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X610,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X620,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X640,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
X630,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
O355,Maternal care for (suspected) damage to fetus by drugs,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F190,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F191,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F192,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F193,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F194,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F195,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F196,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F197,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F198,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F199,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F12,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F120,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F121,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F122,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F123,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F124,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F125,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F126,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
F127,Mental and behavioural disorders due to use of cannabinoids,MSM1,Drug misuse,"Drug misuse, severe (likely dependence levels)",Drug misuse,MSM,"",Severe,"","","",2,ICD-10
