Code_ready_CPRDGOLD_HES_ONS,Coding_term,ACE_indicator_code,ACE_indicator_specific,ACE_indicator_1,ACE_indicator_2,ACE_domain,code_original,Severity,cut_off,scale,Reference_std,individual,system
Y216,"Drowning and submersion, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y216,"","","","",2,ICD-10
Y217,"Drowning and submersion, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y217,"","","","",2,ICD-10
Y218,"Drowning and submersion, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y218,"","","","",2,ICD-10
Y219,"Drowning and submersion, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y219,"","","","",2,ICD-10
Y26,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y26,"","","","",2,ICD-10
Y260,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y260,"","","","",2,ICD-10
Y261,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y261,"","","","",2,ICD-10
Y262,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y262,"","","","",2,ICD-10
Y263,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y263,"","","","",2,ICD-10
Y264,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y264,"","","","",2,ICD-10
Y265,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y265,"","","","",2,ICD-10
Y266,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y266,"","","","",2,ICD-10
Y267,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y267,"","","","",2,ICD-10
Y268,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y268,"","","","",2,ICD-10
Y269,"Exposure to smoke, fire and flames, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y269,"","","","",2,ICD-10
Y30,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y30,"","","","",2,ICD-10
Y300,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y300,"","","","",2,ICD-10
Y301,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y301,"","","","",2,ICD-10
Y302,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y302,"","","","",2,ICD-10
Y303,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y303,"","","","",2,ICD-10
Y304,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y304,"","","","",2,ICD-10
Y305,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y305,"","","","",2,ICD-10
Y306,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y306,"","","","",2,ICD-10
Y307,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y307,"","","","",2,ICD-10
Y308,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y308,"","","","",2,ICD-10
Y309,"Falling, jumping or pushed from a high place, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y309,"","","","",2,ICD-10
Y31,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y31,"","","","",2,ICD-10
Y310,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y310,"","","","",2,ICD-10
Y311,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y311,"","","","",2,ICD-10
Y312,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y312,"","","","",2,ICD-10
Y313,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y313,"","","","",2,ICD-10
Y314,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y314,"","","","",2,ICD-10
Y315,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y315,"","","","",2,ICD-10
Y316,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y316,"","","","",2,ICD-10
Y317,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y317,"","","","",2,ICD-10
Y318,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y318,"","","","",2,ICD-10
Y319,"Falling, lying or running before or into moving object, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y319,"","","","",2,ICD-10
Y22,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y22,"","","","",2,ICD-10
Y220,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y220,"","","","",2,ICD-10
Y224,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y224,"","","","",2,ICD-10
Y225,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y225,"","","","",2,ICD-10
Y226,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y226,"","","","",2,ICD-10
Y227,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y227,"","","","",2,ICD-10
Y229,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y229,"","","","",2,ICD-10
Y221,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y221,"","","","",2,ICD-10
Y222,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y222,"","","","",2,ICD-10
Y223,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y223,"","","","",2,ICD-10
Y228,"Handgun discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y228,"","","","",2,ICD-10
Y20,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y20,"","","","",2,ICD-10
Y200,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y200,"","","","",2,ICD-10
Y201,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y201,"","","","",2,ICD-10
Y202,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y202,"","","","",2,ICD-10
Y203,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y203,"","","","",2,ICD-10
Y204,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y204,"","","","",2,ICD-10
Y205,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y205,"","","","",2,ICD-10
Y206,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y206,"","","","",2,ICD-10
Y207,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y207,"","","","",2,ICD-10
Y208,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y208,"","","","",2,ICD-10
Y209,"Hanging, strangulation and suffocation, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y209,"","","","",2,ICD-10
T149,"Injury, unspecified",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,T149,"","","",2,2,ICD-10
E9888,Injurybyotherspecifiedmeansundeterminedwhetheraccidentallyorpurposelyinflicted,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,E9888,"","","","",2,ICD-9
Y24,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y24,"","","","",2,ICD-10
Y240,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y240,"","","","",2,ICD-10
Y243,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y243,"","","","",2,ICD-10
Y244,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y244,"","","","",2,ICD-10
Y245,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y245,"","","","",2,ICD-10
Y246,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y246,"","","","",2,ICD-10
Y247,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y247,"","","","",2,ICD-10
Y248,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y248,"","","","",2,ICD-10
Y249,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y249,"","","","",2,ICD-10
Y241,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y241,"","","","",2,ICD-10
Y242,"Other and unspecified firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y242,"","","","",2,ICD-10
Y33,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y33,"","","","",2,ICD-10
Y330,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y330,"","","","",2,ICD-10
Y331,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y331,"","","","",2,ICD-10
Y332,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y332,"","","","",2,ICD-10
Y333,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y333,"","","","",2,ICD-10
Y334,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y334,"","","","",2,ICD-10
Y335,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y335,"","","","",2,ICD-10
Y336,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y336,"","","","",2,ICD-10
Y337,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y337,"","","","",2,ICD-10
Y338,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y338,"","","","",2,ICD-10
Y339,"Other specified events, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y339,"","","",2,2,ICD-10
E9803,Poisoningbytranquilizersandotherpsychotropicagentsundeterminedwhetheraccidentallyorpurposelyinflicted,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,E9803,"","","","",2,ICD-9
Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y23,"","","","",2,ICD-10
Y230,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y230,"","","","",2,ICD-10
Y231,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y231,"","","","",2,ICD-10
Y232,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y232,"","","","",2,ICD-10
Y233,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y233,"","","","",2,ICD-10
Y234,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y234,"","","","",2,ICD-10
Y235,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y235,"","","","",2,ICD-10
Y236,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y236,"","","","",2,ICD-10
Y237,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y237,"","","","",2,ICD-10
Y238,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y238,"","","","",2,ICD-10
Y239,"Rifle, shotgun and larger firearm discharge, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y239,"","","","",2,ICD-10
Y872,Sequelae of events of undetermined intent,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y872,"","","",2,2,ICD-10
Y349,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y349,"","","","",2,ICD-10
Y34,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y34,"","","","",2,ICD-10
Y340,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y340,"","","",2,2,ICD-10
Y341,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y341,"","","","",2,ICD-10
Y342,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y342,"","","","",2,ICD-10
Y343,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y343,"","","","",2,ICD-10
Y344,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y344,"","","","",2,ICD-10
Y345,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y345,"","","","",2,ICD-10
Y346,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y346,"","","","",2,ICD-10
Y347,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y347,"","","","",2,ICD-10
Y348,"Unspecified event, undetermined intent",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,Y348,"","","","",2,ICD-10
X600,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X600,Moderate,"","","",2,ICD-10
X650,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X650,Severe,"","","",2,ICD-10
X651,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X651,Severe,"","","",2,ICD-10
X652,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X652,Severe,"","","",2,ICD-10
X654,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X654,Severe,"","","",2,ICD-10
X655,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X655,Severe,"","","",2,ICD-10
X656,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X656,Severe,"","","",2,ICD-10
X658,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X658,Severe,"","","",2,ICD-10
X659,Intentional self-poisoning by and exposure to alcohol,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X659,Severe,"","","",2,ICD-10
X610,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X610,Severe,"","","",2,ICD-10
X620,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X620,Severe,"","","",2,ICD-10
X640,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X640,Severe,"","","",2,ICD-10
X630,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X630,Severe,"","","",2,ICD-10
X79,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X79,"","","","",2,ICD-10
X790,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X790,"","","","",2,ICD-10
X791,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X791,"","","","",2,ICD-10
X792,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X792,"","","","",2,ICD-10
X793,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X793,"","","","",2,ICD-10
X794,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X794,"","","","",2,ICD-10
X795,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X795,"","","","",2,ICD-10
X796,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X796,"","","","",2,ICD-10
X797,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X797,"","","","",2,ICD-10
X798,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X798,"","","","",2,ICD-10
X799,Intentional self-harm by blunt object,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X799,"","","","",2,ICD-10
X82,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X82,"","","","",2,ICD-10
X820,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X820,"","","","",2,ICD-10
X821,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X821,"","","","",2,ICD-10
X822,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X822,"","","","",2,ICD-10
X823,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X823,"","","","",2,ICD-10
X824,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X824,"","","","",2,ICD-10
X825,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X825,"","","","",2,ICD-10
X826,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X826,"","","","",2,ICD-10
X827,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X827,"","","","",2,ICD-10
X828,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X828,"","","","",2,ICD-10
X829,Intentional self-harm by crashing of motor vehicle,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X829,"","","","",2,ICD-10
X71,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X71,"","","","",2,ICD-10
X710,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X710,"","","","",2,ICD-10
X711,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X711,"","","","",2,ICD-10
X712,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X712,"","","","",2,ICD-10
X713,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X713,"","","","",2,ICD-10
X714,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X714,"","","","",2,ICD-10
X715,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X715,"","","","",2,ICD-10
X716,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X716,"","","","",2,ICD-10
X717,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X717,"","","","",2,ICD-10
X718,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X718,"","","","",2,ICD-10
X719,Intentional self-harm by drowning and submersion,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X719,"","","","",2,ICD-10
X75,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X75,"","","","",2,ICD-10
X750,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X750,"","","","",2,ICD-10
X751,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X751,"","","","",2,ICD-10
X752,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X752,"","","","",2,ICD-10
X753,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X753,"","","","",2,ICD-10
X754,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X754,"","","","",2,ICD-10
X755,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X755,"","","","",2,ICD-10
X756,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X756,"","","","",2,ICD-10
X757,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X757,"","","","",2,ICD-10
X758,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X758,"","","","",2,ICD-10
X759,Intentional self-harm by explosive material,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X759,"","","","",2,ICD-10
X72,Intentional self-harm by handgun discharge,mMHP2,Self-harm or suicide,Self-harm or suicide attempts,Common mental health problems,mMHPs,X72,"","","","",2,ICD-10
