code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
17643	[V]Inappropriate diet and eating habits	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
34812	Other risk activity NOS	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
31180	O/E - inappropriate footwear	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
24981	Post-traumatic bruising	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
35292	Significant event audit	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
25471	Verbally abusive behaviour	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
13018	Hunger pain	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
36585	Maintaining patient's safety	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
28865	Violent acts towards others	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
32565	Advice about maintaining safety	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
10850	Inappropriate shouting	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12005	Physically abusive behaviour	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12005	Physically abusive behaviour	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
32226	Neglect of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
2777	[D] Self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
108899	Family concern about patient	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
108365	Child not brought to appointment	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
34427	Advice to carer regarding child's safety	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
90924	Child no longer vulnerable	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	1
27587	[V]Carer unable to cope	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
26195	Risk of self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
24283	[D]Very low level of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
32593	Self-neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
36919	Teaching how to maintain hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
49104	[V]Personal history of perinatal problems	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
30580	At risk of harming others	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
33614	Unable to perform personal hygiene activity	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
57948	Low risk of self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
24100	[V]Personal history of poor personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
93542	Poor personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
51737	Conversation content inappropriate	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
37004	Discussion about hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
41448	[D]Hostility	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
96203	Poor oral hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
43823	Neglect of dental care	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
23420	Starvation	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
34671	High risk infant	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
107712	"Health Plan Indicator (NHS Scotland) - additional, high risk"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
93466	Referral to home safety service	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
108987	Registered with violent patient scheme	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
27489	Absent for social reasons	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
60223	Non-immediate family member	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
56844	Racial prejudice problem	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	2
37607	[V]Maternal family history of drug addiction	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
39746	[V]Lack of adequate food	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
108684	Family history of female genital mutilation	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
40306	[V]Inadequate family support	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
48807	Offensive faeces	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
31099	"[V]Social role conflict, not elsewhere classified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
34930	[V]Inadequate parental supervision and control	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
19307	Safety behaviour observation	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
35270	Neglect of physical health	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
110062	"Behavioural, emotional and social difficulties"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
47575	Support for staff deal with violent patient - enh serv admin	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
57950	High risk of self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
62813	Unable to maintain standard of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
110057	Removed from violent patient scheme	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
99709	[V]Personal history of neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
109955	Safeguarding adults protection plan agreed	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
57949	Moderate risk of self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
98881	No contact with family	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
111069	At risk for self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
103925	Neglected appearance	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
47087	Unable to manage menstrual hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
108117	Minimal contact with family	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
98498	Parental withholding from school	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			1	read	3
57911	Difficulty managing menstrual hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
33649	Does not perform personal hygiene activity	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
54496	[V]Other family reason for encounter	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
55215	[V]Absence of family member	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
54775	H.V.: mother not managing well	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
67840	Lack of common sense about danger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
93659	Nutrition problem in child	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
70033	Unable to comprehend concept of danger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
40995	Children not allowed in house	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
61839	Lack of judgement	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
64033	Does perform personal care activity	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
110456	Adv to carer regard child safety around domestic animals	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
27159	Faeces odour: offensive	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
102135	Bullies children	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
65747	[V]Other social reason for encounter	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
66067	Difficulty maintaining standard of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
61590	Neglect of clothes	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
61824	Does not maintain standard of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
66398	Adjustment reaction with destructiveness	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
72555	No family	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
108065	No evidence of child sexual abuse	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
104891	Adjustment reaction with predominant disturbance conduct NOS	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
66060	Does not manage menstrual hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
71839	[V]Unspecified social reason for encounter	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
61836	Not aware of danger from strangers	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
109629	Primary carer has poor support network	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
60238	Neglect of physical illness	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
71232	Does not shower self	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
100585	Neglect of common dangers	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
103714	No known family	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	1
103288	Evaluating progress with personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
111189	At risk of dying before adulthood	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
112405	Impaired ability to recognise safety risks	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
R460	Very low level of personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	2
Z040	Blood-alcohol and blood-drug test	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z609	"Problem related to social environment, unspecified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	3
Z63	"Other problems related to primary support group, including family circumstances"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z632	Inadequate family support	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	1
Z636	Dependent relative needing care at home	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z639	"Problem related to primary support group, unspecified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	1
Z642	"Seeking and accepting physical, nutritional and chemical interventions known to be hazardous and harmful"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z643	Seeking and accepting behavioural and psychological interventions known to be hazardous and harmful	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	3
Z644	Discord with counsellors	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z702	Counselling related to sexual behaviour and orientation of third party	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	2
Z72	Problems related to lifestyle	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z726	Gambling and betting	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z728	Other problems related to lifestyle	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z729	"Problem related to lifestyle, unspecified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z735	"Social role conflict, not elsewhere classified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z74	Problems related to care-provider dependency	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z743	Need for continuous supervision	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z748	Other problems related to care-provider dependency	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	1
Z749	"Problem related to care-provider dependency, unspecified"	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	1
Z754	Unavailability and inaccessibility of other helping agencies	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	3
Z912	Personal history of poor personal hygiene	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment			2	ICD-10	2
R455	Hostility	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	2
R636	Insufficient intake of food and water due to self neglect	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z761	Health supervision and care of foundling	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
Z048	Examination and observation for other specified reasons	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	1
Z753	Unavailability and inaccessibility of health-care facilities	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				ICD-10	3
6416	Anger reaction	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
7724	[D]Irritability and anger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
99528	Anger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12852	Anger management counselling	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
9725	Anger management	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12363	Anger management training	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
24562	Anger management	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
6416	Anger reaction	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
7724	[D]Irritability and anger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
99528	Anger	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12852	Anger management counselling	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
9725	Anger management	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12363	Anger management training	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
24562	Anger management	Family is cause for concern	Family is cause for concern	Family is cause for concern	Adverse family environment				read	2
12080	Problem situation	Problem situation in child or mother	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
22455	Vulnerable family support	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
94667	Vulnerable family	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment			2	read	3
28959	Vulnerable adult	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
100201	Vulnerable adult care plan	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
108285	No longer subject to vulnerable adult care plan	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment				read	3
28959	Vulnerable adult	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment			4	read	3
100201	Vulnerable adult care plan	Vulnerable family	Family is cause for concern	Family is cause for concern	Adverse family environment			4	read	3
19554	FH: Alcoholism	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	read	3
19553	Alcoholic in the family	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	read	3
93714	Family history of alcohol misuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	read	1
9687	[V]Family history of alcohol abuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	read	1
93570	Family history of substance misuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	1
32998	Addict in the family	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	3
43731	[V]Alcoholism in family	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	1
34442	Carer of a person with alcohol misuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	3
91605	[X]Family history of other substance abuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	1
111480	Alcohol misuser in household	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	3
109647	Witness to adult substance misuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment	Moderate			read	1
111933	Family wellbeing discussion about alcohol	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	1
111934	Family wellbeing discussion about drugs	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	3
Z811	Family history of alcohol abuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	ICD-10	1
Z813	Family history of other psychoactive substance abuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment			2	ICD-10	1
10330	Alcoholic spouse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	2
15404	Husband alcoholic	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				read	2
Z722	Drug use	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				ICD-10	1
Z814	Family history of other substance abuse	Family substance misuse	Family substance misuse	Family is cause for concern	Adverse family environment				ICD-10	1
12392	Parental support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
30508	Family support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
42852	Parental support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
104594	Family support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
110291	Triple P - Positive Parenting Programme	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
44123	Care and support circumstances and networks	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	2
6468	Social problem	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	3
21664	Long term social support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment			2	read	3
25832	Emotional and psychosocial support and advice	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	3
104320	Social support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	3
30722	Social support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	3
32204	Long term social support	Family/parental support	Family/parental support	Family/parental support	Adverse family environment				read	3
112180	DNA health visitor 3 to 4 month contact with family	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
111183	Health visitor antenatal visit declined	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
6990	Refer to health visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
18871	Referral to health visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
11909	Discussed with health visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
8509	Report from Health Visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
19392	Refer to health visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
18170	Home visit request by relative	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
6351	Home visit - no reply	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
28843	Under care of health visitor	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
18272	Shared care: health visitor/GP	Health visitor increasing concern	Health visitor increasing concern	Seen by referral to health visitor	Adverse family environment				read	3
26695	A/N care: social risk NOS	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	3
28103	Concealed pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	2
26694	A/N care: poor home conditions	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment			2	read	3
108236	Concealed pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment			2	read	2
6580	[V]Supervision of high-risk pregnancy due to social problems	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment			2	read	3
106957	Did not attend pertussis vaccination in pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	2
20623	[V]Problems related to unwanted pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	1
105491	To prevent grave permnt inj physic/mental health preg woman	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	3
103683	Referral to teenage pregnancy and parenting support service	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	3
98133	Risk life pregnant woman greater than if pregnancy terminatd	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	2
104989	Fetus or neonate affected by maternal postnatal depression	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	3
O0970	Supervisionofhighriskpregnancyduetosocialproblemsunspecifiedtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0971	Supervisionofhighriskpregnancyduetosocialproblemsfirsttrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0972	Supervisionofhighriskpregnancyduetosocialproblemssecondtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0973	Supervisionofhighriskpregnancyduetosocialproblemsthirdtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O09891	Supervisionofotherhighriskpregnanciesfirsttrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O09892	Supervisionofotherhighriskpregnanciessecondtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O09893	Supervisionofotherhighriskpregnanciesthirdtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O09899	Supervisionofotherhighriskpregnanciesunspecifiedtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0990	Supervisionofhighriskpregnancyunspecifiedunspecifiedtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0991	Supervisionofhighriskpregnancyunspecifiedfirsttrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0992	Supervisionofhighriskpregnancyunspecifiedsecondtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
O0993	Supervisionofhighriskpregnancyunspecifiedthirdtrimester	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	2
Z353	Supervision of pregnancy with history of insufficient antenatal care	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				ICD-10	3
Z357	Supervision of high-risk pregnancy due to social problems	High-risk antenatal presentation	High-risk antenatal presentation	Family is cause for concern	Adverse family environment			2	ICD-10	3
99849	"Antenatal screening, at risk couple identified"	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
44256	Unborn child at risk physi/ment abnormal serious handicap	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
23438	Risk factors in pregnancy NOS	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
44256	Unborn child at risk physi/ment abnormal serious handicap	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
71591	Baby misc. 'at-risk' factors	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
73456	Baby 'at-risk' factors NOS	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
35509	A/N care: precious pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
31250	A/N care: primip. < 17 years	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment			2	read	2
25230	Less 24 wk involv risk injury physic/mentl health preg woman	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment			2	read	2
104211	Lss 24 wk inv risk inj phys/men hlth ext child preg wom fmly	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
98133	Risk life pregnant woman greater than if pregnancy terminatd	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
55618	[V]Supervisn/pregnancy wth history insufficnt antenatal care	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
26695	A/N care: social risk NOS	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
26694	A/N care: poor home conditions	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
35509	A/N care: precious pregnancy	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
31449	No A/N care: not known preg.	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
31250	A/N care: primip. < 17 years	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
33009	A/N care: H/O child abuse	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
52044	A/N care: poor A/N attender	High-risk antenatal presentation	High-risk antenatal presentation	High-risk antenatal presentation	Adverse family environment				read	2
13308	A/N care: social risk	High-risk antenatal presentation (social risk specific)	High-risk antenatal presentation	Family is cause for concern	Adverse family environment				read	3
2562	Homeless	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment			2	read	3
9367	Housing lack	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment			2	read	3
30807	Resident in sheltered accommodation	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment				read	3
26720	Living in lodgings	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment				read	3
25452	Homeless single person	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment			2	read	3
31951	Living in hostel	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment			2	read	3
67112	Homeless - enhanced services administration	Homelessness	Homelessness	Socioeconomic circumstances	Adverse family environment				read	3
