code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual
X981	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X988	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X989	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y090	Assault by unspecified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y871	Sequelae of assault	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X920	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X921	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X928	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X929	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X960	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X961	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X968	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X969	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X970	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X971	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X978	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X979	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y010	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y011	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y018	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
Y019	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y020	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y021	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y028	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
Y029	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y04	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y041	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y048	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
Y000	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
Y001	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y008	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
Y08	Assault by other specified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y081	Assault by other specified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y088	Assault by other specified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
Y09	Assault by unspecified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y091	Assault by unspecified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y098	Assault by unspecified means	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X930	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X931	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X938	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X939	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X940	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X941	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X948	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X949	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X950	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Home			ICD-10	1
X951	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
X958	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X959	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
X959	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Unspecified place			ICD-10	1
Y051	Sexual assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Residential institution			ICD-10	1
Y058	Sexual assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Other specified places			ICD-10	1
X92	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X924	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X925	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X926	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X927	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X96	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X963	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X964	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X965	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X966	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X967	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X97	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X972	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X973	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X974	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X975	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X976	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X977	"Assault by smoke, fire and flames"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W32	Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W320	Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W322	Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W324	Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W327	Handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W33	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W330	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W332	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W333	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W334	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W335	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W336	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W337	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W338	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W339	"Rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W34	Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W345	Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W347	Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W348	Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
W349	Discharge from other and unspecified firearms	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X93	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X932	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X933	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X934	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X935	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X936	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X937	Assault by handgun discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X94	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X942	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X943	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X944	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X945	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X946	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X947	"Assault by rifle, shotgun and larger firearm discharge"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X95	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X952	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X953	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X955	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X956	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X957	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y03	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y030	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y031	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y032	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y033	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y034	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y035	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y036	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y037	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y038	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y039	Assault by crashing of motor vehicle	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X85	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X852	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X853	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X854	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X855	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X856	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X857	"Assault by drugs, medicaments and biological substances"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X86	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X862	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X863	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X864	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X865	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X866	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X867	Assault by corrosive substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X87	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X872	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X873	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X874	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X875	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X876	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X877	Assault by pesticides	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X88	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X882	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X883	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X884	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X885	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X886	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X887	Assault by gases and vapours	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X89	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X892	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X893	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X894	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X895	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X896	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X897	Assault by other specified chemicals and noxious substances	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X90	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X902	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X903	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X904	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X905	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X906	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X907	Assault by unspecified chemical or noxious substance	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X91	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X912	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X913	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X914	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X915	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X916	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X917	"Assault by hanging, strangulation and suffocation"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X922	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X923	Assault by drowning and submersion	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X954	Assault by other and unspecified firearm discharge	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X962	Assault by explosive material	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X98	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X982	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X983	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X984	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X985	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X986	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X987	"Assault by steam, hot vapours and hot objects"	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
X99	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
X992	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
X993	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
X994	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
X995	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
X996	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
X997	Assault by sharp object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
Y00	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y002	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
Y003	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
Y004	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
Y005	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
Y006	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
Y007	Assault by blunt object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
Y01	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y012	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
Y013	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
Y014	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
Y015	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
Y016	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
Y017	Assault by pushing from high place	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
Y02	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment				ICD-10	1
Y022	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
Y023	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
Y024	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
Y025	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
Y026	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
Y027	Assault by pushing or placing victim before moving object	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
Y042	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
Y043	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
Y044	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Street and highway			ICD-10	1
Y045	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Trade and service area			ICD-10	1
Y046	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Industrial and construction area			ICD-10	1
Y047	Assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Farm			ICD-10	1
Y052	Sexual assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	"School, other institution and public administrative area"			ICD-10	1
Y053	Sexual assault by bodily force	Assault NOS (CM)	Assault NOS (CM)	Assault	Child maltreatment	Sports and athletics area			ICD-10	1
