code	term	Indicator	Indicator 2	Indicator 3	domain	severity	scale	reference standard	coding system	individual	
60980	Multi-professional risk assessment default	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
107819	Routine enquiry about domestic abuse declined	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
102501	Referral to domestic violence advocate	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
39837	[X]Other maltreatment syndromes	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
111174	HOdomesticphysicalabuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
59088	[X]Hit struck kick twist bitten/scratch anoth pers occ home	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home		1	read	2	
111174	History of domestic physical abuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
111500	Victimofpsychologicalabuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
109194	DASH (Dom Abuse Stalking Harassment HBV) 2009 Risk Checklist	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
111290	At risk of psychological abuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
111500	Victim of psychological abuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
110365	Referral to multi-agency risk assessment conference	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
111446	HOdomesticemotionalabuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
70764	"[X]Other maltreatment syndromes, by acquaintance or friend"	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
111446	History of domestic emotional abuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
104936	"[X]Maltreatment, by spouse or partner"	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
60248	[X]Assault by hanging strangulatn+suffocatn occurrn at home	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home		1	read	2	
93052	[X]Hanging strangulat+suffocat undet intent occurrn at home	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home		1	read	2	
57258	"[X]Other maltreatment syndromes, by other specified persons"	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
110111	Generic Risk Indicators (Nat Risk Frwk Assess Child Yng Ppl)	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
106540	[X]Other specified drowning and submersion occurrn at home	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home		2	read	2	
Y079	By unspecified person	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	ICD-10	2	
T743	Psychological abuse	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
Y060	By spouse or partner	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
Y070	By spouse or partner	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
T74	Maltreatment syndromes	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
T740	Neglect or abandonment	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
T748	Other maltreatment syndromes	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
T749	"Maltreatment syndrome, unspecified"	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
Y072	By acquaintance or friend	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	ICD-10	2	
Y078	By other specified persons	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	ICD-10	2	
25033	Child/parent violence	Parental domestic violence NOS	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			2	read	2	
8605	History of physical abuse	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
12537	Victim of physical abuse	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
20956	"[X]Assault by bodily force, occurrence at home"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
49570	"Manslaughter, nonaccidental, NOS"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				read	2	
41570	"[X]Assault by sharp object, occurrence at home"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
16226	Risk of non-accidental injury	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				read	2	
39640	"Battered person unspecified, syndrome"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
43307	"Battered man, unspecified"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				read	2	
59512	[X]Struck by thrown projectd/falling object occurrn at home	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
96493	[X]Assault by rifl shotgun+larger firearm disch occ at home	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
99124	"[X]Assault by handgun discharge, occurrence at home"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
53386	"[X]Handgun discharge, occurrence at home"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
66326	[X]Assault by oth+unspecif firearm discharge occurrn home	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
101537	[X]Assault by push/plac victm befor movng obj occurrn home	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence	Home			read	2	
104695	[X]Maltreatment	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	read	2	
109315	"[X]Other maltreatment syndromes, by unspecified person"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				read	2	
110598	"[X]Maltreatment, by acquaintance or friend"	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				read	2	
Z045	Examination and observation following other inflicted injury	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence				ICD-10	2	
T741	Physical abuse	Physical abuse (IV)	Parental domestic violence NOS	Parental domestic violence	Intimate partner violence			1	ICD-10	2	
49606	[X]Sexual assault by bodil forc occ sch oth ins/pub adm area	Sexual abuse (IV)	Sexual abuse (IV)	Assault	Intimate partner violence				read	2	
103885	[X]Sexual assault by bodily force occurrn indust/constr area	Sexual abuse (IV)	Sexual abuse (IV)	Assault	Intimate partner violence				read	2	
98971	[X]Sexual assault by bodily force occurrn trade/servce area	Sexual abuse (IV)	Sexual abuse (IV)	Assault	Intimate partner violence				read	2	
7387	History of sexual abuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
3879	Sexual abuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
3750	Sexual assault	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
7816	[X]Rape	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
22840	Victim of sexual abuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
12264	[V]Observation following alleged rape	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
36338	[X]Sexual assault by bodily force	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
35408	At risk of sexual abuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
24008	[V]Problem relatd/alleg sex abuse cld by person prim sup grp	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
28782	Sexual abuse counselling	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
24072	[V]Probs rel alleg sex abuse child by pers out prim sup grp	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
24895	[X]Attempted rape	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
43137	"Homicide and assault by fight, brawl and rape"	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
47066	[V]Family history of sexual abuse to sibling	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
48811	[X]Sexual assault by bodily force occurrn unspecified place	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Unspecified place			read	2	
24575	"[X]Sexual assault by bodily force, occurrence at home"	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Home			read	2	
61907	Exam. for alleged rape	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
53152	[V]Observation following alleged rape or seduction	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
109692	At risk of sexual exploitation	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
54319	[X]Sexual assault by bodily force occurrn oth specif place	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Other specified places			read	2	
24322	[X]Sexual assault by bodily force occurrn on street/highway	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
109213	Victim of sexual harassment	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
111275	HOdomesticsexualabuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence			1	read	2	
60515	Child prostitute	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
73101	[X]Sexual assault by bodily force occurrn resident instit'n	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Residential institution			read	2	
111912	[X]Sexual assault by bodily force occurrn sport/athlet area	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				read	2	
Y059	Sexual assault by bodily force	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Unspecified place			ICD-10	2	
T742	Sexual abuse	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence				ICD-10	2	
Y050	Sexual assault by bodily force	Sexual abuse (IV)	Sexual abuse (IV)	Parental domestic violence	Intimate partner violence	Home			ICD-10	2	
